kigo,pronunciation,season
喜雨,きう,夏
祈雨経,きうきょう,夏
喜雨休み,きうやすみ,夏
きおい馬,きおいうま,夏
祇園会,ぎおんえ,夏
祇園御霊会,ぎおんごりょうえ,夏
祇園太鼓,ぎおんだいこ,夏
祇園の御輿洗,ぎおんのみこしあらい,夏
祇園囃,ぎおんばやし,夏
祇園祭,ぎおんまつり,夏
祇園臨時の祭,ぎおんりんじのまつり,夏
季夏,きか,夏
擬階の奏,ぎかいのそう,夏
桔梗撫子,ききょうなでしこ,夏
季吟忌,きぎんき,夏
木食虫,きくいむし,夏
菊頭蝙蝠,きくがしらこうもり,夏
菊唐草,きくからくさ,夏
菊挿芽,きくさしめ,夏
菊挿す,きくさす,夏
菊水鉾,きくすいぼこ,夏
菊萵苣,きくぢしゃ,夏
菊むぐら,きくむぐら,夏
木耳,きくらげ,夏
着茣蓙,きござ,夏
樹雨,きさめ,夏
羊蹄の花,ぎしぎしのはな,夏
鬼子母神参,きしもじんまいり・きしぼじんまいり,夏
黄菖蒲,きしょうぶ,夏
畸人草,きじんそう,夏
鱚,きす,夏
黄菅,きすげ,夏
鱚子釣,きすつり,夏
鱚釣,きすつり,夏
鱚舟,きすぶね,夏
帰省,きせい,夏
帰省子,きせいし,夏
きせる薊,きせるあざみ,夏
きそい馬,きそいうま,夏
北観音山,きたかんのんやま,夏
北のをどり,きたのおどり,夏
北野の九度参,きたののくどまいり,夏
北祭,きたのまつり,夏
気違茄子,きちがいなす,夏
狂茄,きちがいなす,夏
吉字草,きちじそう,夏
きっこう草,きっこうそう,夏
きつかふ草,きっこうそう,夏
吉祥草,きっしょうそう,夏
吉丁虫,きっちょうむし,夏
狐草,きつねぐさ,夏
狐の提灯,きつねのちょうちん,夏
黄梅雨,きづゆ,夏
絹袷,きぬあわせ,夏
絹糸草,きぬいとそう,夏
絹団扇,きぬうちわ,夏
絹扇,きぬおうぎ,夏
衣笠草,きぬがさそう,夏
木布,きぬの,夏
生布,きぬの,夏
木の枝払う,きのえだはらう,夏
木の枝払ふ,きのえだはらう,夏
木の芽流し,きのめながし,夏
黄肌鮪,きはだまぐろ,夏
黄花うつぎ,きばなうつぎ,夏
黍焼酎,きびじょうちゅう,夏
黄鶲,きびたき,夏
木雲雀,きひばり,夏
黍蒔,きびまき,夏
黍蒔く,きびまく,夏
黄帷子,きびら,夏
生平,きびら,夏
黄鰭,きびれ,夏
岐阜団扇,ぎふうちわ,夏
岐阜提灯,ぎふちょうちん,夏
貴船神事,きふねしんじ,夏
貴船祭,きふねまつり,夏
擬宝珠,ぎぼうし,夏
擬宝珠の花,ぎぼうしのはな,夏
儀方を書く,ぎほうをかく,夏
儀方を書す,ぎほうをしょす,夏
木枕,きまくら,夏
黄繭,きまゆ,夏
木回り,きまわり,夏
君影草,きみかげそう,夏
君代蘭,きみがよらん,夏
瘧,ぎゃく・おこり,夏
伽羅蕗,きゃらぶき,夏
キャンプ小屋,きゃんぷごや,夏
キャンプ村,きゃんぷむら,夏
牛蘈,ぎゅうえい,夏
九夏,きゅうか,夏
牛角花,ぎゅうかくか,夏
及己,きゅうき,夏
牛舌,ぎゅうぜつ,夏
宮中の六月祓,きゅうちゅうのみなづきはらえ,夏
牛馬冷す,ぎゅうばひやす,夏
牛馬を洗ふ,ぎゅうばをあらう,夏
牛尾魚,ぎゅうびぎょ,夏
牛皮凍,ぎゅうひとう,夏
牛扁,ぎゅうへん,夏
胡瓜,きゅうり,夏
胡瓜づけ,きゅうりづけ,夏
胡瓜漬,きゅうりづけ,夏
胡瓜苗,きゅうりなえ,夏
胡瓜の花,きゅうりのはな,夏
胡瓜揉,きゅうりもみ,夏
キュリー忌,きゅりーき,夏
キュリー夫人祭,きゅりーふじんさい,夏
京団扇,きょううちわ,夏
競泳,きょうえい,夏
狂鶯,きょうおう,夏
京鹿子,きょうがのこ,夏
経木帽,きょうぎぼう,夏
経木帽子,きょうぎぼうし,夏
行々子,ぎょうぎょうし,夏
叫出冬,きょうしゅつとう,夏
行水,ぎょうずい,夏
夾竹桃,きょうちくとう,夏
京納豆,きょうなっとう,夏
凶冷,きょうれい,夏
魚狗,ぎょく,夏
玉蟬花,ぎょくぜんか,夏
魚睲菜,ぎょせいさい,夏
漁夫帰る,ぎょふかえる,夏
清水地主祭,きよみずじしゅまつり,夏
漁猟解禁,ぎょりょうかいきん,夏
鬼来迎,きらいごう,夏
雲母虫,きららむし,夏
切子,きりこ,夏
切抜灯籠,きりぬきとうろう,夏
桐の花,きりのはな,夏
切麦,きりむぎ,夏
麒麟菊,きりんぎく,夏
麒麟草,きりんそう,夏
黄蓮花,きれんげ,夏
金英花,きんえいか,夏
金柑の花,きんかんのはな,夏
金魚,きんぎょ,夏
金魚尾,きんぎょ,夏
銀魚,ぎんぎょ,夏
金魚売,きんぎょうり,夏
金玉羹,きんぎょくかん,夏
金玉糖,きんぎょくとう,夏
錦玉糖,きんぎょくとう,夏
金魚草,きんぎょそう,夏
金魚玉,きんぎょだま,夏
金魚鉢,きんぎょばち,夏
金魚藻,きんぎょも,夏
金銀花,きんぎんか,夏
金茎花,きんけいか,夏
錦鶏菊,きんけいぎく,夏
銀杯,ぎんさかずき,夏
金糸荷葉,きんしかよう,夏
金糸桃,きんしとう,夏
金糸梅,きんしばい,夏
金銭花,きんせんか,夏
銀盞花,ぎんせんか,夏
金銭弔芙蓉,きんせんちょうふよう,夏
錦帯花,きんたいか,夏
巾着茄子,きんちゃくなす,夏
銀盃草,ぎんぱいそう,夏
金蠅,きんばえ,夏
銀蠅,ぎんばえ,夏
錦蘭子,きんらんし,夏
銀龍草,ぎんりょうそう,夏
金蓮花,きんれんか,夏
金蓮子,きんれんじ,夏
秧鶏,くいな,夏
水鶏,くいな,夏
水鶏たたく,くいなたたく,夏
水鶏の巣,くいなのす,夏
水雞笛,くいなぶえ,夏
ぐうそさい,ぐうそさい,夏
苦帰羅,くぎら,夏
草合,くさあわせ,夏
草藺,くさい,夏
草いきり,くさいきり,夏
草いきれ,くさいきれ,夏
草苺,くさいちご,夏
草蝦,くさえび,夏
草蜉蝣,くさかげろう,夏
草刈,くさかり,夏
草刈馬,くさかりうま,夏
草刈籠,くさかりかご,夏
草刈鎌,くさかりがま,夏
草刈機,くさかりき,夏
草刈笛,くさかりぶえ,夏
草刈舟,くさかりぶね,夏
草刈女,くさかりめ,夏
草刈童,くさかりわらわ,夏
草刈る,くさかる,夏
常山虫,くさぎのむし,夏
くさぎ虫,くさぎむし,夏
草夾竹桃,くさきょうちくとう,夏
草肥,くさごえ,夏
草茂る,くさしげる,夏
草清水,くさしみず,夏
草杉蔓,くさすぎかずら,夏
草取,くさとり,夏
草取女,くさとりめ,夏
草合歓,くさねむ,夏
草の息,くさのいき,夏
草のいきれ,くさのいきれ,夏
草の王,くさのおう,夏
草の黄,くさのおう,夏
白屈菜,くさのおう,夏
草野牡丹,くさのぼたん,夏
草斑枝花,くさぱんや,夏
草笛,くさぶえ,夏
草笛鳴らす,くさぶえならす,夏
草藤,くさふじ,夏
草干す,くさほす,夏
草蛍,くさぼたる,夏
草牡丹,くさぼたん,夏
臭虫,くさむし,夏
草むしり,くさむしり,夏
草矢,くさや,夏
草葭,くさよし,夏
くされ潮,くされじお,夏
草鷹爪,くされだま,夏
孔雀草,くじゃくそう,夏
楠落葉,くすおちば,夏
樟落葉,くすおちば,夏
葛切,くずきり,夏
くすぐりの木,くすぐりのき,夏
葛桜,くずざくら,夏
樟蚕,くすさん,夏
葛索麵,くずそうめん,夏
葛素麵,くずそうめん,夏
薬玉,くすだま,夏
葛練,くずねり,夏
葛布,くずふ,夏
屑繭,くずまゆ,夏
葛饅頭,くずまんじゅう,夏
葛水,くずみず,夏
葛麵,くずめん,夏
葛餅,くずもち,夏
薬狩,くすりがり,夏
薬の日,くすりのひ,夏
薬降る,くすりふる,夏
薬猟,くすりりょう,夏
楠若葉,くすわかば,夏
樟若葉,くすわかば,夏
葛若葉,くずわかば,夏
久世祭,くぜまつり,夏
糞蠅,くそばえ,夏
管襦袢,くだじゅばん,夏
果物の袋掛,くだもののふくろかけ,夏
梔子の花,くちなしのはな,夏
口紅うつぎ,くちべにうつぎ,夏
屈伸虫,くっしんちゅう・くっしんむし,夏
沓手鳥,くつでとり,夏
九度詣,くどもうで,夏
国祭,くにまつり,夏
椢,くぬぎ,夏
椚,くぬぎ,夏
櫪,くぬぎ,夏
櫟の花,くぬぎのはな,夏
乳柑,くねんぼ,夏
九年母の花,くねんぼのはな,夏
芄蘭,ぐねんらん,夏
薫衣香,くのえこう・くんえこう,夏
虞美人草,ぐびじんそう,夏
熊谷笠,くまがいがさ,夏
熊蟬,くまぜみ,夏
馬鞭草,くまつづら,夏
九万疋,くまびき,夏
組上,くみあげ,夏
組絵,くみえ,夏
組立,くみたて,夏
組立灯籠,くみたてとうろう,夏
蜘蛛,くも,夏
雲井撫子,くもいなでしこ,夏
蜘蛛の網,くものあみ,夏
蜘蛛の囲,くものい,夏
蜘蛛の糸,くものいと,夏
蜘蛛の子,くものこ,夏
蜘蛛の巣,くものす,夏
蜘蛛の太鼓,くものたいこ,夏
蜘蛛の袋,くものふくろ,夏
雲の峯,くものみね,夏
雲見草,くもみぐさ,夏
海月,くらげ,夏
水母,くらげ,夏
競べ馬,くらべうま,夏
鞍馬の竹伐,くらまのたけきり,夏
鞍馬の竹伐会式,くらまのたけきりえしき,夏
鞍馬の蓮華会,くらまのれんげえ,夏
鞍馬蓮華会,くらまのれんげえ,夏
格蘭徳玉蘭,ぐらんどぎょくらん,夏
栗咲く,くりさく,夏
栗の花,くりのはな,夏
久里浜黒船祭,くりはまくろふねまつり,夏
九輪草,くりんそう,夏
車むぐら,くるまむぐら,夏
車百合,くるまゆり,夏
胡桃の花,くるみのはな,夏
紅,くれない,夏
呉藍,くれのあい,夏
呉の母,くれのおも,夏
暮の夏,くれのなつ,夏
黒蟻,くろあり,夏
黒牛の舌,くろうしのした,夏
黒鉄黐,くろがねもち,夏
黒黴,くろかび,夏
黒鴨,くろがも,夏
黒鯛,くろだい,夏
黒玉虫,くろたまむし,夏
黒鶫,くろつぐみ,夏
黒主山,くろぬしやま,夏
黒蠅,くろばえ,夏
黒南風,くろはえ・くろばえ,夏
黒ビール,くろびーる,夏
黒船祭,くろふねまつり,夏
黒穂,くろほ,夏
黒牡丹,くろぼたん,夏
黒鱒,くろます,夏
黒麦,くろむぎ,夏
黒菜,くろめ,夏
黒百合,くろゆり,夏
桑苺,くわいちご,夏
鍬形虫,くわがたむし,夏
桑天牛,くわかみきり,夏
桑名祭,くわなまつり,夏
桑の実,くわのみ,夏
軍配ほおずき,ぐんばいほおずき,夏
軍配酸漿,ぐんばいほおずき,夏
薫風,くんぷう,夏
枲,げ,夏
夏,げ,夏
夏安居,げあんご,夏
蕙,けい,夏
瓊花,けいか・たまばな,夏
雞瓜蘭,けいからん,夏
雞脚蘭,けいきゃくらん,夏
迎接会,げいせつえ,夏
軽暖,けいだん,夏
競渡,けいと,夏
競渡船,けいとせん,夏
鶏尿藤,けいにょうとう,夏
軽羅,けいら,夏
軽雷,けいらい,夏
桂蘭,けいらん,夏
蕙蘭,けいらん,夏
夏入,げいり,夏
毛和尚草,けおしょうぐさ,夏
夏書,げがき,夏
毛黴,けかび,夏
夏経,げきょう,夏
夏行,げぎょう,夏
激雷,げきらい,夏
解夏,げげ,夏
夏籠,げごもり,夏
解斎粥,げさいかゆ,夏
解斎の御粥,げさいのおかゆ・ぎさいのおんかゆ,夏
今朝の夏,けさのなつ,夏
夏至,げし,夏
蚰蜒,げじげじ,夏
夏至の雨,げしのあめ,夏
芥子の花,けしのはな,夏
罌粟の花,けしのはな,夏
夏至の日,げしのひ,夏
罌粟の実,けしのみ,夏
夏至の夜,げしのよる,夏
夏至白夜,げしびゃくや,夏
芥子坊主,けしぼうず,夏
罌粟坊主,けしぼうず,夏
夏至夜風,げしよかぜ,夏
削掛の甲,けずりかけのかぶと,夏
けづり甲,けずりかぶと,夏
削氷,けずりこおり・けずりひ,夏
夏断,げだち,夏
桁鰣,けたはす,夏
月下美人,げっかびじん,夏
結夏,けつげ,夏
結制,けっせい,夏
夏勤,げづとめ,夏
毛抜鮓,けぬきずし,夏
夏の終,げのおわり,夏
夏の始,げのはじめ,夏
夏花,げばな,夏
夏花摘み,げばなつみ,夏
夏百日,げひゃくにち,夏
毛虫,けむし,夏
毛虫這う,けむしはう,夏
毛虫焼く,けむしやく,夏
煙火,けむりび,夏
獣狩,けものがり,夏
螻蛄,けら,夏
計里,けり,夏
水札,けり,夏
鳧,けり,夏
鳧の子,けりのこ,夏
毛を替ふる鷹,けをかうるたか,夏
毛を替ふる鳥,けをかうるとり,夏
建勲祭,けんくんさい,夏
乾月,けんげつ,夏
源五郎,げんごろう,夏
龍蝨,げんごろう,夏
源五郎鮒,げんごろうぶな,夏
源五郎虫,げんごろうむし,夏
源三位忌,げんざんみき,夏
巻耳,けんじ,夏
源氏蛍,げんじぼたる,夏
源氏虫,げんじむし,夏
源信忌,げんしんき,夏
献茶舟,けんちゃぶね,夏
建仁寺開山忌,けんにんじかいさんき,夏
牻牛児,げんのしょうこ,夏
現の証拠,げんのしょうこ,夏
錦葵,こあおい・にしきあおい,夏
小鰺,こあじ,夏
小蟻,こあり,夏
後安居,ごあんご,夏
小無花果,こいちじく,夏
鯉幟,こいのぼり,夏
小忌御灯を供ず,こいみのみあかしをくうず,夏
鯉屋忌,こいやき,夏
鯉山,こいやま,夏
紅黄草,こうおうそう,夏
紅花菜,こうかさい,夏
かふか花,こうかばな,夏
紅眼蘭,こうがんらん,夏
濃萍,こうきくさ,夏
香魚,こうぎょ,夏
紅槿,こうきん,夏
合昏,ごうこん,夏
麴黴,こうじかび,夏
柑子の花,こうじのはな,夏
黄雀風,こうじゃくふう,夏
香薷,こうじゅ,夏
甲州梅,こうしゅううめ,夏
香薷散,こうじゅさん,夏
香水,こうすい,夏
楮,こうぞ,夏
昊天,こうてん,夏
香橙,こうとう,夏
紅背木,こうはいぼく,夏
合鉢児,ごうはつじ,夏
厚皮香,こうひこう,夏
香蒲,こうほ,夏
弘法大師降誕会,こうぼうだいしこうたんえ,夏
河骨,こうほね・かわほね,夏
小梅,こうめ,夏
蝙蝠,こうもり,夏
蝙蝠蛾,こうもりが,夏
高野聖,こうやひじり,夏
香螺,こうら,夏
高麗擬宝珠,こうらいぎぼうし,夏
紅藍,こうらん,夏
光琳忌,こうりんき,夏
降臨祭,こうりんさい,夏
柑類の花,こうるいのはな,夏
紅緑忌,こうろくき,夏
子負虫,こおいむし,夏
小扇,こおうぎ,夏
小児教草,こおしえぐさ,夏
小鬼百合,こおにゆり,夏
氷小豆,こおりあずき,夏
氷いちご,こおりいちご,夏
氷苺,こおりいちご,夏
氷宇治,こおりうじ,夏
氷売,こおりうり,夏
氷菓子,こおりがし,夏
氷金時,こおりきんとき,夏
氷白玉,こおりしらたま,夏
氷じるこ,こおりじるこ,夏
氷西瓜,こおりすいか,夏
氷の朔日,こおりのついたち,夏
氷柱,こおりばしら,夏
氷葡萄,こおりぶどう,夏
氷水,こおりみず,夏
氷店,こおりみせ,夏
氷餅,こおりもち,夏
氷冷蔵庫,こおりれいぞうこ,夏
氷レモン,こおりれもん,夏
氷を供ず,こおりをくうず,夏
五月,ごがつ・さつき,夏
五月来る,ごがつくる,夏
五月祭,ごがつさい,夏
五月尽,ごがつじん,夏
五月人形,ごがつにんぎょう,夏
五月野,ごがつの,夏
五月の節句,ごがつのせっく,夏
五月場所,ごがつばしょ,夏
小蟹,こがに,夏
こがね草,こがねぐさ,夏
黄金花,こがねばな,夏
黄金甜瓜,こがねまくわうり,夏
金亀子,こがねむし,夏
金亀虫,こがねむし,夏
黄金虫,こがねむし,夏
子蟷螂,こかまきり,夏
小雀,こがら,夏
子烏,こがらす,夏
子鴉,こがらす,夏
粉河祭,こかわまつり,夏
御器かぶり,ごきかぶり,夏
御器嚙り,ごきかぶり,夏
胡鬼子,こぎのこ,夏
蜚蠊,ごきぶり,夏
五行草,ごぎょうそう,夏
酷暑,こくしょ,夏
極暑,ごくしょ,夏
殻象,こくぞう,夏
殻象虫,こくぞうむし,夏
黒方,こくほう,夏
木暗し,こぐらし,夏
木暮る,こぐる,夏
木暮,こぐれ,夏
苔青し,こけあおし,夏
苔茂る,こけしげる,夏
苔滴り,こけしたたり,夏
苔清水,こけしみず,夏
苔の花,こけのはな,夏
苔松,こけまつ,夏
苔桃の花,こけもものはな,夏
柿鮓,こけらずし,夏
御更祭,ごこうさい,夏
試の茶,こころみのちゃ,夏
御祭風,ごさいかぜ,夏
五菜葉,ごさいば,夏
醴,こざけ・あまざけ,夏
小五月祭,こさつきまつり,夏
小鮫鶲,こさめびたき,夏
小塩竈,こしおがま,夏
子鹿,こじか,夏
午時花,こじか,夏
木下闇,こしたやみ・このしたやみ,夏
ご赦免花,ごしゃめんばな,夏
五十雀,ごじゅうから,夏
呉茱萸の花,ごしゅゆのはな,夏
御昇天,ごしょうてん,夏
御陣乗太鼓,ごじんじょうだいこ,夏
午睡,ごすい,夏
御前泳,ごぜんえい,夏
御体の御卜,ごたいのみうら・ぎょたいのみうら,夏
鯒,こち,夏
古茶,こちゃ,夏
胡蝶蘭,こちょうらん,夏
子燕,こつばめ,夏
骨蓬,こつほう,夏
今年竹,ことしだけ,夏
今年麦,ことしむぎ,夏
事無草,ことなしぐさ,夏
子供の日,こどものひ,夏
子鳥,ことり,夏
小苗打ち,こなえうち,夏
小苗配り,こなえくばり,夏
小梨の花,こなしのはな,夏
来ぬ秋,こぬあき,夏
木の晩,このくれ,夏
木晩,このくれ,夏
木の暗隠り,このくれがくり,夏
木の暗茂,このくれしげ,夏
木の下闇,このしたやみ,夏
木葉木菟,このはずく,夏
この羽とり月,このはとりづき,夏
小梅蕙,こばいけい,夏
小梅蕙草,こばいけいそう,夏
小鱧,こはも,夏
小鷭,こばん,夏
小判草,こばんそう,夏
小髭,こひげ,夏
小髭藺,こひげい,夏
昆布巻鮓,こぶまきずし,夏
牛蒡の花,ごぼうのはな,夏
小鯔網,こぼらあみ,夏
こぼれ鷺,こぼれさぎ,夏
五枚篠,ごまいすず,夏
駒草,こまくさ,夏
駒込富士詣,こまごめふじもうで,夏
ごま鯖,ごまさば,夏
ごまだら天牛,ごまだらかみきり,夏
小町草,こまちそう,夏
金剛草,こまつなぎ,夏
駒繫,こまつなぎ,夏
駒鳥,こまどり,夏
胡麻の花,ごまのはな,夏
駒牽,こまびき,夏
胡麻蒔,ごままき,夏
胡麻蒔く,ごままく,夏
ごみ鯰,ごみなまず,夏
小麦,こむぎ,夏
虚無僧花,こむそうばな,夏
海猫孵る,ごめかえる,夏
米搗虫,こめつきむし,夏
叩頭虫,こめつきむし・ぬかずきむし,夏
海猫の雛,ごめのひな,夏
米の虫,こめのむし,夏
米虫,こめむし,夏
菰刈船,こもかりぶね,夏
五目鮓,ごもくずし,夏
菰粽,こもちまき,夏
菰船,こもぶね,夏
越ゆる輪,こゆるわ,夏
小葭切,こよしきり,夏
紙縒襦袢,こよりじゅばん,夏
御来光,ごらいこう,夏
御来迎,ごらいごう,夏
鮴,ごり,夏
ごり汁,ごりじる,夏
ごりの汁,ごりのしる,夏
御霊の御出,ごりょうのおいで,夏
御霊の神事,ごりょうのしんじ,夏
御霊祭,ごりょうまつり,夏
小瑠璃,こるり,夏
虎列刺,これら,夏
コレラ船,これらせん,夏
衣更ふ,ころもかう,夏
更衣,ころもがえ,夏
声色ながし,こわいろながし,夏
風海鰻,ごんきり,夏
五寸切,ごんぎり,夏
魂香花,こんこうか,夏
金剛草,こんごうそう,夏
昆虫採集,こんちゅうさいしゅう,夏
菎蒻芋,こんにゃくいも,夏
蒟蒻の花,こんにゃくのはな,夏
昆布,こんぶ,夏
昆布刈,こんぶがり,夏
昆布刈る,こんぶかる,夏
昆布採る,こんぶとる,夏
昆布船,こんぶぶね,夏
昆布干す,こんぶほす,夏
西園寺殿妙音講,さいおんじどのみょうおんこう,夏
雑賀踊,さいがおどり,夏
皀角の花,さいかちのはな,夏
皀莢の花,さいかちのはな,夏
皀莢虫,さいかちむし,夏
雑賀祭,さいがまつり,夏
三枝祭,さいくささい・みくささい・さいくさまつり,夏
在五忌,ざいごき,夏
最勝講,さいしょうこう,夏
最澄忌,さいちょうき,夏
采配蘭,さいはいらん,夏
細布,さいみ,夏
祭礼,さいれい,夏
左右近の馬場の騎射,さうこんのうまばのうまゆみ,夏
蔵王堂蛙飛,ざおうどうかわずとび,夏
早乙女,さおとめ,夏
早乙女苺,さおとめいちご,夏
早乙女唄,さおとめうた,夏
五月女葛,さおとめばな,夏
早少女花,さおとめばな,夏
早乙女宿,さおとめやど,夏
坂樹,さかき,夏
榊,さかき,夏
楊桐,さかき,夏
賢木,さかき,夏
榊さす,さかきさす,夏
榊取る,さかきとる,夏
榊の花,さかきのはな,夏
酒取焼酎,さかとりしょうちゅう,夏
酒蠅,さかばえ,夏
嵯峨祭,さがまつり,夏
坂本両社祭,さかもとりょうしゃまつり,夏
鷺草,さぎそう,夏
鷺尻刺,さぎのしりさし,夏
朔太郎忌,さくたろうき,夏
桜麻,さくらあさ,夏
桜の実,さくらのみ,夏
さくら干,さくらぼし,夏
桜実となる,さくらみとなる,夏
さくらんぼ祭,さくらんぼまつり,夏
石榴の花,ざくろのはな,夏
下帯,さげおび,夏
酒煮,さけに,夏
酒煮の祝,さけにのいわい,夏
酒煮る,さけにる,夏
左近の荒手番,さこんのあらてつがい,夏
左近の真手番,さこんのまてつがい,夏
豇豆,ささげ,夏
豇豆の花,ささげのはな,夏
笹五位,ささごい,夏
笹粽,ささちまき,夏
笹散る,ささちる,夏
笹の子,ささのこ,夏
笹巻,ささまき,夏
笹巻鮓,ささまきずし,夏
笹藻,ささも,夏
笹百合,ささゆり,夏
蠁子,さし,夏
挿菊,さしぎく,夏
座敷幟,ざしきのぼり,夏
挿椿,さしつばき,夏
螫蠅,さしばえ,夏
蠍,さそり,夏
蝎座,さそりざ,夏
左千夫忌,さちおき,夏
杜鵑花,さつき,夏
皐月,さつき,夏
五月苺,さつきいちご,夏
五月忌,さつきいみ,夏
五月乙女,さつきおとめ,夏
五月川,さつきがわ,夏
皐月狂言,さつききょうげん,夏
五月狂言,さつききょうげん,夏
五月雲,さつきぐも,夏
五月曇,さつきぐもり,夏
五月鯉,さつきごい,夏
皐月空,さつきぞら,夏
五月空,さつきぞら,夏
五月田,さつきだ,夏
五月玉,さつきだま,夏
五月躑躅,さつきつつじ,夏
皐月浪,さつきなみ,夏
五月浪,さつきなみ,夏
五月野,さつきの,夏
五月の鏡,さつきのかがみ,夏
皐月幟,さつきのぼり,夏
五月幟,さつきのぼり,夏
五月晴,さつきばれ,夏
皐月富士,さつきふじ,夏
五月富士,さつきふじ,夏
皐月節,さつきぶし,夏
五月女,さつきめ,夏
五月山,さつきやま,夏
五月山女,さつきやまめ,夏
五月闇,さつきやみ,夏
撒水車,さっすいしゃ・さんすいしゃ,夏
札幌祭,さっぽろまつり,夏
薩摩芋の花,さつまいものはな,夏
甘藷の花,さつまいものはな・かんしょのはな,夏
薩摩上布,さつまじょうふ,夏
座頭の納涼,ざとうのすずみ,夏
砂糖水,さとうみず,夏
里若葉,さとわかば,夏
早苗,さなえ,夏
早苗籠,さなえかご,夏
早苗田,さなえだ,夏
早苗束,さなえたば,夏
早苗月,さなえづき,夏
早苗取,さなえとり,夏
早苗蜻蛉,さなえとんぼ,夏
早苗舟,さなえぶね,夏
早苗饗,さなぶり,夏
早女房,さにょうぼう,夏
実盛送り,さねもりおくり,夏
実盛祭,さねもりまつり,夏
鯖,さば,夏
五月蠅,さばえ,夏
小蠅なす神,さばえなすかみ,夏
五月蠅なす神,さばえなすかみ,夏
鯖鮓,さばずし,夏
鯖釣,さばつり,夏
鯖の馴鮓,さばのなれずし,夏
鯖火,さばび,夏
鯖舟,さばぶね,夏
鯖船,さばぶね,夏
さびたの花,さびたのはな,夏
仙人掌,さぼてん,夏
覇王樹,さぼてん,夏
仙人掌菊,さぼてんぎく,夏
仙人掌の花,さぼてんのはな,夏
石鹼草,さぼんそう,夏
朱欒の花,ざぼんのはな,夏
ざぼんの花,ざぼんのはな,夏
松花覃,さまつたけ,夏
早松茸,さまつたけ,夏
座摩の御祓,ざまのおはらい・ざまのみそぎ,夏
座摩祭,ざままつり,夏
皐月雨,さみだれ,夏
五月雨,さみだれ・さつきあめ,夏
五月雨傘,さみだれがさ,夏
五月雨雲,さみだれぐも,夏
五月雨蝶,さみだれちょう,夏
五月雨月,さみだれづき,夏
さみだれ萩,さみだれはぎ,夏
寒き梅雨,さむきつゆ,夏
鮫鶲,さめびたき,夏
早桃,さもも,夏
莢豌豆,さやえんどう,夏
早百合,さゆり,夏
貲布,さよみ,夏
更紗うつぎ,さらさうつぎ,夏
晒,さらし,夏
晒布,さらし,夏
晒井,さらしい,夏
晒売,さらしうり,夏
晒川,さらしがわ,夏
晒鯨,さらしくじら,夏
晒時,さらしどき,夏
さらし布,さらしぬの,夏
さらの花,さらのはな,夏
蜊蛄,ざりがに,夏
ざり蟹,ざりがに,夏
松蘿,さるおがせ,夏
百日紅,さるすべり・ひゃくじつこう,夏
さるとりのはな,さるとりのはな,夏
沢紫陽花,さわあじさい,夏
沢蟹,さわがに,夏
沢桔梗,さわぎきょう,夏
沢塞の花,さわふたぎのはな,夏
傘雨忌,さんうき,夏
残鶯,ざんおう,夏
山黄枝,さんおうし,夏
三夏,さんか,夏
蚕蛾,さんが,夏
三階葱,さんがいねぎ,夏
三角菜,さんかくな,夏
山家会,さんげえ,夏
三光鳥,さんこうちょう,夏
珊瑚樹の花,さんごじゅのはな,夏
山梔子,さんしし,夏
三尺寝,さんじゃくね,夏
三社祭,さんじゃまつり・さんじゃさい,夏
山上,さんじょう,夏
山椒魚,さんしょううお,夏
山上詣,さんじょうもうで,夏
山荘,さんそう,夏
山王礼拝講,さんのうらいはいこう,夏
さんばい送り,さんばいおくり,夏
さんばい降し,さんばいおろし,夏
さんばい待ち,さんばいまち,夏
さんばい祭,さんばいまつり,夏
三白草,さんぱくそう・みつしろそう,夏
三番草,さんばんぐさ,夏
杉風忌,さんぷうき,夏
三伏,さんぷく,夏
三不掉,さんふちょう,夏
三宝鳥,さんぽうちょう,夏
三位祭,さんみさい,夏
さんやれ祭,さんやれまつり,夏
椎落葉,しいおちば,夏
椎木,しいのき,夏
椎の花,しいのはな,夏
鬼頭魚,しいら,夏
鱪,しいら,夏
椎若葉,しいわかば,夏
慈雨,じう,夏
潮浴び,しおあび,夏
塩烏賊,しおいか,夏
塩数の子,しおかずのこ,夏
塩鰹,しおがつお,夏
塩竈菊,しおがまぎく,夏
塩釜祭,しおがままつり,夏
塩釜港祭,しおがまみなとまつり,夏
塩辛納豆,しおからなっとう,夏
塩鯨,しおくじら,夏
塩河豚,しおふぐ,夏
潮見草,しおみぐさ,夏
潮焼,しおやけ,夏
地鏡,じかがみ,夏
紫萼,しがく,夏
四月一日の青簾,しがついちじつのあおすだれ,夏
鹿の親,しかのおや,夏
鹿の子,しかのこ・かのこ,夏
鹿の袋角,しかのふくろづの,夏
鹿の若角,しかのわかづの,夏
地紙売,じがみうり,夏
敷紙,しきがみ,夏
鴫焼,しぎやき,夏
紫蕙,しけい,夏
茂し,しげし,夏
巳月,しげつ,夏
茂野,しげの,夏
茂み,しげみ,夏
茂山,しげやま,夏
茂,しげり,夏
繁り,しげり,夏
茂り葉,しげりば,夏
茂り宿,しげりやど,夏
茂る,しげる,夏
茂る草,しげるくさ,夏
茂る山,しげるやま,夏
子午花,しごか,夏
紫金苔,しこんのり,夏
巵子,しし,夏
四時花,しじか,夏
獅子頭,ししがしら,夏
四十雀,しじゅうから,夏
