kigo,pronunciation,season
寒念仏,かんねんぶつ・かんねぶつ,冬
寒の雨,かんのあめ,冬
寒の入,かんのいり,冬
寒の内,かんのうち,冬
寒の灸,かんのきゅう,冬
寒の滝,かんのたき,冬
寒の水,かんのみず,冬
寒の鵙,かんのもず,冬
寒の餅,かんのもち,冬
寒乗,かんのり,冬
寒海苔,かんのり,冬
寒糊,かんのり,冬
寒糊炊く,かんのりたく,冬
寒波,かんぱ,冬
寒梅,かんばい,冬
寒波来る,かんぱくる,冬
寒鮠,かんばや,冬
寒弾,かんびき,冬
寒旱,かんひでり,冬
寒雲雀,かんひばり,冬
寒鮃,かんひらめ,冬
寒風,かんぷう,冬
寒鮒,かんぶな,冬
寒鮒釣,かんぶなつり,冬
寒鰤,かんぶり,冬
寒紅,かんべに,冬
寒紅売,かんべにうり,冬
寒暮,かんぼ,冬
感冒,かんぼう,冬
寒木,かんぼく,冬
寒北斗,かんほくと,冬
寒木瓜,かんぼけ,冬
寒牡丹,かんぼたん,冬
寒鰡,かんぼら,冬
寒参,かんまいり,冬
寒前,かんまえ,冬
寒三日月,かんみかづき,冬
寒水,かんみず,冬
寒味噌,かんみそ,冬
寒見舞,かんみまい,冬
寒詣,かんもうで,冬
寒餅,かんもち,冬
寒餅搗く,かんもちつく,冬
寒夜,かんや,冬
寒やいと,かんやいと,冬
寒八目,かんやつめ,冬
寒夕焼,かんゆうやけ,冬
寒雷,かんらい,冬
寒雷忌,かんらいき,冬
寒蘭,かんらん,冬
寒林,かんりん,冬
寒林檎,かんりんご,冬
寒冷,かんれい,冬
寒蕨,かんわらび,冬
黄色蕪,きいろかぶ,冬
消え炭,きえずみ,冬
起業祭,きぎょうさい,冬
菊枯る,きくかる,冬
菊枯るる,きくかるる,冬
菊白子,きくしらこ,冬
菊の冬至芽,きくのとうじめ,冬
菊腸,きくわた,冬
几圭忌,きけいき,冬
義士討入の日,ぎしうちいりのひ,冬
義士会,ぎしかい,冬
雉大水に入りて蜃となる,きじたいすいにいりてはまぐりとなる,冬
雉初めて雊く,きじはじめてなく,冬
義士焼,ぎしやき,冬
紀州蜜柑,きしゅうみかん,冬
木地炉縁,きじろぶち,冬
季節風,きせつふう,冬
北下し,きたおろし,冬
北颪,きたおろし,冬
北風,きたかぜ・きた・ほくふう,冬
北狐,きたぎつね,冬
北時雨,きたしぐれ,冬
北しぶき,きたしぶき,冬
北吹く,きたふく,冬
北塞ぐ,きたふさぐ,冬
北枕,きたまくら,冬
北祭,きたまつり,冬
北窓閉じる,きたまどとじる,冬
北窓閉づる,きたまどとずる,冬
北窓塗る,きたまどぬる,冬
北窓塞ぐ,きたまどふさぐ,冬
北山時雨,きたやましぐれ,冬
毬打売,ぎちょううり,冬
吉祥院相撲,きっしょういんすもう,冬
吉祥院八講,きっしょういんはっこう,冬
吉祥院法華会,きっしょういんほっけえ,冬
木蔦,きづた,冬
狐,きつね,冬
狐落し,きつねおとし,冬
狐施行,きつねせぎょう,冬
狐塚,きつねづか,冬
狐釣,きつねつり,冬
狐の提灯,きつねのちょうちん,冬
狐火,きつねび,冬
狐罠,きつねわな,冬
季冬,きとう,冬
几董忌,きとうき,冬
衣配,きぬくばり,冬
絹蒲団,きぬぶとん,冬
絹綿,きぬわた,冬
黄肌,きはだ,冬
木花,きばな,冬
木華,きばな,冬
着ぶくれ,きぶくれ,冬
木まぶり,きまぶり,冬
気儘頭巾,きままずきん,冬
きも和へ,きもあえ,冬
木守,きもり・きまもり,冬
木守柿,きもりがき,冬
木守柚,きもりゆず,冬
客橇,きゃくぞり,冬
客土,きゃくど,冬
蚯蚓結ぶ,きゅういんむすぶ,冬
急霰,きゅうさん,冬
九州場所,きゅうしゅうばしょ,冬
宮線を添ふ,きゅうせんをそう,冬
九冬,きゅうとう,冬
牛鍋,ぎゅうなべ,冬
吸入器,きゅうにゅうき,冬
京芋,きょういも,冬
御忌定,ぎょうきさだめ,冬
清正人参,きよまさにんじん,冬
切炬燵,きりごたつ,冬
キリスト降誕祭,きりすとこうたんさい,冬
霧の花,きりのはな,冬
桐火桶,きりひおけ,冬
桐火鉢,きりひばち,冬
切干,きりぼし,冬
切干つくる,きりぼしつくる,冬
切餅,きりもち,冬
きりん炭,きりんずみ,冬
木綿,きわた,冬
木綿打,きわたうち,冬
近火,きんか,冬
銀花,ぎんか,冬
銀狐,ぎんぎつね,冬
金黒羽白,きんくろはじろ,冬
金海鼠,きんこ,冬
金線魚,きんせんぎょ,冬
金太郎,きんたろう,冬
銀竹,ぎんちく,冬
金屛,きんびょう,冬
銀屛,ぎんびょう,冬
金屛風,きんびょうぶ,冬
銀屛風,ぎんびょうぶ,冬
金河豚,きんふぐ,冬
銀河豚,ぎんふぐ,冬
金目鯛,きんめだい,冬
勤労感謝の日,きんろうかんしゃのひ,冬
杙打,くいうち,冬
空也忌,くうやき,冬
空也堂踊念仏,くうやどうおどりねんぶつ,冬
空也念仏,くうやねんぶつ,冬
空也和讃,くうやわさん,冬
釘打,くぎうち,冬
茎圧す,くきおす,冬
茎大根,くきだいこん,冬
茎漬,くきづけ,冬
茎菜,くきな,冬
茎の石,くきのいし,冬
茎の桶,くきのおけ,冬
茎の水,くきのみず,冬
鵠,くぐい,冬
草枯る,くさかる,冬
草枯,くさがれ,冬
草珊瑚,くささんご,冬
草河豚,くさふぐ,冬
草踏,くさふみ,冬
嚏,くさめ,冬
櫛置,くしおき,冬
九条葱,くじょうねぎ,冬
鯨,くじら,冬
鯨汁,くじらじる,冬
鯨突,くじらつき,冬
鯨突く,くじらつく,冬
鯨鍋,くじらなべ,冬
鯨番,くじらばん,冬
鯨舟,くじらぶね,冬
鯨見,くじらみ,冬
葛晒し,くずさらし,冬
葛湯,くずゆ,冬
薬喰,くすりぐい,冬
朽野,くだらの,冬
くだら野,くだらの,冬
口切,くちきり,冬
口切茶会,くちきりちゃかい,冬
口切茶事,くちきりちゃじ,冬
朽葉,くちば,冬
履襪を献る,くつしとうずをたてまつる,冬
櫟枯る,くぬぎかる,冬
配り餅,くばりもち,冬
頸風邪,くびかぜ,冬
首巻,くびまき,冬
熊,くま,冬
熊穴に入る,くまあなにいる,冬
熊送,くまおくり,冬
熊狩,くまがり,冬
角鷹,くまたか,冬
熊鷹,くまたか,冬
熊突,くまつき,冬
熊手,くまで,冬
熊手市,くまでいち,冬
熊祭,くままつり,冬
熊猟,くまりょう,冬
雲腸,くもわた,冬
倉入り,くらいり,冬
蔵著,くらつけ,冬
鞍馬口大根,くらまぐちだいこん,冬
鞍馬炭,くらまずみ,冬
クリスマス大売出,くりすますおおうりだし,冬
狂い咲,くるいざき,冬
狂咲,くるいざき,冬
狂い花,くるいばな,冬
狂花,くるいばな,冬
車蔵ふ,くるまかこう,冬
車蔵う,くるましまう,冬
車棄つ,くるますつ,冬
暮,くれ,冬
暮市,くれいち,冬
暮の市,くれのいち,冬
暮の魂祭,くれのたままつり,冬
暮の冬,くれのふゆ,冬
暮の雪,くれのゆき,冬
暮早し,くれはやし,冬
暮れやすき日,くれやすきひ,冬
暮易し,くれやすし,冬
暮れ行く年,くれゆくとし,冬
黒兎,くろうさぎ,冬
黒川能,くろかわのう,冬
黒狐,くろぎつね,冬
黒熊,くろぐま,冬
黒海鼠,くろこ,冬
黒鮪,くろまぐろ,冬
鍬収,くわおさめ,冬
桑枯る,くわかる,冬
毛糸,けいと,冬
毛糸編む,けいとあむ,冬
毛糸玉,けいとだま,冬
毛皮,けがわ,冬
毛皮売,けがわうり,冬
毛皮店,けがわてん,冬
毛衣,けごろも,冬
今朝の冬,けさのふゆ,冬
今朝の雪,けさのゆき,冬
消燠,けしおき,冬
消炭,けしずみ,冬
毛シャツ,けしゃつ,冬
獣炭,けだものずみ・じゅうたん,冬
結縁灌頂,けちえんかんじょう,冬
結球白菜,けっきゅうはくさい,冬
結氷,けっぴょう,冬
結氷湖,けっぴょうこ,冬
毛帽子,けぼうし,冬
毛祭,けまつり,冬
欅枯る,けやきかる,冬
玄英,げんえい,冬
厳寒,げんかん,冬
厳祥,げんしょう,冬
玄猪,げんちょ,冬
巻繊汁,けんちんじる,冬
玄帝,げんてい,冬
玄冬,げんとう,冬
厳冬,げんとう,冬
玄冥,げんめい,冬
笄打,こうがいうち,冬
公現祭,こうげんさい,冬
公現の日,こうげんのひ,冬
黄鐘,こうしょう,冬
荒神祓,こうじんばらい,冬
楮刈る,こうぞかる,冬
楮晒す,こうぞさらす,冬
楮の皮剝く,こうぞのかわむく,冬
楮踏む,こうぞふむ,冬
楮蒸す,こうぞむす,冬
楮もむ,こうぞもむ,冬
降誕祭,こうたんさい,冬
紅灯忌,こうとうき,冬
こうばく蟹,こうばくがに,冬
興福寺法華会,こうふくじほっけえ,冬
興福寺維摩会,こうふくじゆいまえ,冬
高野豆腐,こうやどうふ,冬
高麗狐,こうらいぎつね,冬
甲羅煮,こうらに,冬
甲羅蒸,こうらむし,冬
声冴ゆる,こえさゆる,冬
声つかふ,こえつかう,冬
後宴の能,ごえんののう,冬
氷,こおり・ひ,冬
氷あられ,こおりあられ,冬
氷切る,こおりきる,冬
氷蒟蒻,こおりこんにゃく,冬
氷蒟蒻造る,こおりこんにゃつくる,冬
氷滑,こおりすべり,冬
氷り滝,こおりたき,冬
氷豆腐,こおりどうふ,冬
氷閉ず,こおりとず,冬
氷の鏡,こおりのかがみ,冬
氷の楔,こおりのくさび,冬
氷の轄,こおりのくさび,冬
氷の蚕,こおりのこ,冬
氷の声,こおりのこえ,冬
氷の衣,こおりのころも,冬
氷の剣,こおりのつるぎ,冬
氷の閨,こおりのねや,冬
氷の橋,こおりのはし,冬
氷の花,こおりのはな,冬
氷橋,こおりばし,冬
氷張る,こおりはる,冬
氷引,こおりびき,冬
氷挽く,こおりひく,冬
冰益々壮,こおりますますさかんなり,冬
氷結ぶ,こおりむすぶ,冬
氷餅,こおりもち,冬
氷餅造る,こおりもちつくる,冬
凍る,こおる,冬
氷る,こおる,冬
小蕪,こかぶ,冬
小鴨,こがも,冬
木枯,こがらし,冬
凩,こがらし,冬
狐裘,こきゅう,冬
虎魚,こぎょ,冬
蚕切干,こきりぼし,冬
極寒,ごくかん,冬
酷寒,こくかん・こっかん,冬
極月,ごくげつ,冬
国師忌,こくしき,冬
小鯨,こくじら,冬
黒炭,こくたん,冬
黒鳥,こくちょう,冬
黒帝,こくてい,冬
御厳重,ごげんじゅう,冬
御公現,ごこうげん,冬
御降誕節,ごこうたんせつ,冬
凍え死,こごえじに,冬
凍雀,こごえすずめ,冬
小米雪,こごめゆき,冬
凍ゆる,こごゆる,冬
凝鮒,こごりぶな,冬
こごり鮒,こごりぶな,冬
心葉,こころば,冬
小前張,こさいばり,冬
小作納,こさくのう,冬
茣蓙帽子,ござぼうし,冬
古式祭,こしきさい,冬
腰障子,こししょうじ,冬
腰屛風,こしびょうぶ,冬
腰蒲団,こしぶとん,冬
濃霜,こしも,冬
御正忌,ごしょうき,冬
五条天神参,ごじょうてんじんまいり,冬
五節,ごせち,冬
五節御前試,ごせちのごぜんのこころみ,冬
五節帳台試,ごせちのちょうだいのこころみ,冬
五節の舞,ごせちのまい,冬
ご膳蒸,ごぜんむし,冬
小袖,こそで,冬
御体の御卜,ごたいのみうら・ぎょたいのみうら,冬
炬燵,こたつ,冬
炬燵開く,こたつあく,冬
炬燵明,こたつあけ,冬
炬燵板,こたついた,冬
炬燵売,こたつうり,冬
炬燵切る,こたつきる,冬
炬燵猫,こたつねこ,冬
炬燵張る,こたつはる,冬
炬燵開く,こたつひらく,冬
炬燵蒲団,こたつぶとん,冬
炬燵櫓,こたつやぐら,冬
小千鳥,こちどり,冬
鶻,こつ,冬
小晦日,こつごもり,冬
事納,ことおさめ,冬
事始,ことはじめ,冬
事始の餅,ことはじめのもち,冬
事八日,ことようか,冬
粉炭,こなずみ,冬
粉雪,こなゆき,冬
後日の能,ごにちののう,冬
木の葉,このは,冬
木の葉髪,このはがみ,冬
木の葉衣,このはごろも,冬
木の葉散る,このはちる,冬
木の葉の雨,このはのあめ,冬
木の葉の時雨,このはのしぐれ,冬
木の葉焼く,このはやく,冬
海鼠腸,このわた,冬
海鼠腸酒,このわたざけ,冬
小春,こはる,冬
小春風,こはるかぜ,冬
小春空,こはるぞら,冬
小春凪,こはるなぎ,冬
小春日,こはるび,冬
小春日和,こはるびより,冬
ご飯蒸,ごはんむし,冬
五平汁,ごへいじる,冬
五平太,ごへいた,冬
氷下魚,こまい,冬
氷下魚汁,こまいじる,冬
氷下魚釣,こまいつり,冬
小松売,こまつうり,冬
小松菜,こまつな,冬
胡麻河豚,ごまふぐ,冬
五味粥,ごみがゆ,冬
小木菟,こみみずく,冬
ゴム縄飛,ごむなわとび,冬
米洗,こめあらい,冬
子持甘藍,こもちかんらん,冬
子持花椰菜,こもちはなやさい,冬
菰巻,こもまき,冬
木もり,こもり,冬
子守半纏,こもりばんてん,冬
小紋河豚,こもんふぐ,冬
小雪,こゆき,冬
御用納,ごようおさめ,冬
御用終,ごようじまい,冬
小夜着,こよぎ,冬
暦売,こよみうり,冬
暦配り,こよみくばり,冬
暦の終,こよみのおわり,冬
暦の末,こよみのすえ,冬
暦の奏,こよみのそう,冬
暦の果,こよみのはて,冬
暦果つ,こよみはつ,冬
御暦の奏,ごりゃくのそう,冬
小六月,ころくがつ,冬
五郎助,ごろすけ,冬
強腸,こわわた,冬
渾斎忌,こんさいき,冬
紺足袋,こんたび,冬
ごんどう鯨,ごんどうくじら,冬
蒟蒻氷らす,こんにゃくこおらす,冬
蒟蒻凍らす,こんにゃくこおらす,冬
蒟蒻すだれ,こんにゃくすだれ,冬
蒟蒻玉,こんにゃくだま,冬
蒟蒻玉干す,こんにゃくだまほす,冬
蒟蒻玉掘る,こんにゃくだまほる,冬
蒟蒻の簾干,こんにゃくのすだれぼし,冬
蒟蒻干す,こんにゃくほす,冬
蒟蒻掘る,こんにゃくほる,冬
金毘羅祭,こんぴらまつり,冬
西京焼,さいきょうやき,冬
斎宮絵馬,さいぐうのえま・いつきのみやのえま,冬
最勝寺灌頂,さいしょうじかんじょう,冬
才蔵市,さいぞういち,冬
歳晩,さいばん,冬
採氷,さいひょう,冬
採氷車,さいひょうしゃ,冬
採氷場,さいひょうじょう,冬
砕氷船,さいひょうせん,冬
採氷池,さいひょうち,冬
採氷夫,さいひょうふ,冬
歳末,さいまつ,冬
歳末大売出し,さいまつおおうりだし,冬
冴え,さえ,冬
竿鷹,さおだか,冬
榊鬼,さかきおに,冬
逆蓑,さかさみの,冬
酒枡星,さかますぼし,冬
酒饅頭,さかまんじゅう,冬
鷺足,さぎあし,冬
割干,さきぼし,冬
朔旦冬至,さくたんとうじ,冬
朔風,さくふう,冬
桜枯る,さくらかる,冬
佐倉炭,さくらずみ,冬
桜鍋,さくらなべ,冬
鮭雑炊,さけぞうすい,冬
鮭鍋,さけなべ,冬
酒の粕,さけのかす,冬
雑魚寝,ざこね,冬
笹子,ささこ,冬
笹子鳴く,ささこなく,冬
笹鳴,ささなき,冬
小鳴,ささなき・こなき,冬
ざざ虫,ざざむし,冬
細雪,ささめゆき,冬
茶梅,さざんか,冬
山茶花,さざんか,冬
匙菜,さじな,冬
佐太神社神在祭,さたじんじゃかみありさい,冬
猟夫,さつお,冬
札幌雪まつり,さっぽろゆきまつり,冬
薩摩汁,さつまじる,冬
砂糖黍の花,さとうきびのはな,冬
座頭鯨,ざとうくじら,冬
里神楽,さとかぐら,冬
佐渡鱈,さどだら,冬
鯖河豚,さばふぐ,冬
ザビエルの祝日,ざびえるのいわいび,冬
寒き朝,さむきあさ,冬
寒き影,さむきかげ,冬
寒き夜,さむきよ,冬
寒さ,さむさ,冬
寒し,さむし,冬
寒空,さむぞら,冬
鮫,さめ,冬
冴ゆる,さゆる,冬
冴ゆる風,さゆるかぜ,冬
冴ゆる月,さゆるつき,冬
冴ゆる星,さゆるほし,冬
冴ゆる夜,さゆるよ,冬
小夜時雨,さよしぐれ,冬
小夜千鳥,さよちどり,冬
晒葱,さらしねぎ,冬
ざらめ雪,ざらめゆき,冬
猿子,さるこ,冬
猿さかる,さるさかる,冬
山火,さんか,冬
三寒,さんかん,冬
三寒四温,さんかんしおん,冬
残菊,ざんぎく,冬
残菊の宴,ざんぎくのえん,冬
さんさ時雨,さんさしぐれ,冬
三至,さんし,冬
産所屛風,さんじょびょうぶ,冬
三冬,さんとう,冬
三の酉,さんのとり,冬
三平皿,さんぺいざら,冬
三平汁,さんぺいじる,冬
塩温石,しおおんじゃく,冬
塩鰹,しおがつお,冬
塩鮭,しおざけ,冬
塩鱈,しおだら,冬
塩引,しおびき,冬
塩引鮭,しおびき,冬
塩鰤,しおぶり,冬
四温,しおん,冬
四温日和,しおんびより,冬
鹿狩,しかがり,冬
麋角解つ,しかのつのおつ,冬
敷炬燵,しきごたつ,冬
敷衾,しきぶすま,冬
敷蒲団,しきぶとん,冬
敷松葉,しきまつば,冬
時雨,しぐれ,冬
時雨傘,しぐれがさ,冬
時雨忌,しぐれき,冬
時雨雲,しぐれぐも,冬
時雨心地,しぐれごこち,冬
時雨月,しぐれづき,冬
時雨の色,しぐれのいろ,冬
慈眼忌,じげんき,冬
慈眼大師忌,じげんだいしき,冬
仕事納,しごとおさめ,冬
紫根掘る,しこんほる,冬
地子,じし,冬
猪狩,ししがり,冬
鹿狩,ししがり,冬
猪鍋,ししなべ,冬
猪道,ししみち,冬
柳葉魚,ししゃも,冬
ししゃも焼く,ししゃもやく,冬
時宗歳末別時,じしゅうさいまつべつじ,冬
しずり雪,しずりゆき,冬
しづり雪,しずりゆき,冬
垂れ,しずれ,冬
慈善鍋,じぜんなべ,冬
歯朶売,しだうり,冬
歯朶刈,しだかり,冬
七五三,しちごさん,冬
七五三の祝,しちごさんのいわい,冬
湿雪,しっせつ,冬
四天王寺どやどや,してんのうじどやどや,冬
品漬,しなづけ,冬
信夫菜,しのぶな,冬
しのり鴨,しのりがも,冬
芝居正月,しばいしょうがつ,冬
芝枯る,しばかる,冬
柴焚,しばたき,冬
凍れ,しばれ,冬
じぶ鍋,じぶなべ,冬
治部煮,じぶに,冬
じぶ煮,じぶに,冬
地吹雪,じふぶき,冬
終弘法,しまいこうぼう,冬
終金毘羅,しまいこんぴら,冬
終相場,しまいそうば,冬
終大師,しまいだいし,冬
終天神,しまいてんじん,冬
しまき雲,しまきぐも,冬
島千鳥,しまちどり,冬
しまり雪,しまりゆき,冬
凍豆腐,しみどうふ・いてどうふ,冬
凍豆腐造る,しみどうふつくる,冬
凍渡,しみわたり,冬
凍む,しむ,冬
しめ祝,しめいわい,冬
七五三祝,しめいわい,冬
シメオンの祝日,しめおんのしゅくじつ,冬
注連飾る,しめかざる,冬
注連作,しめつくり,冬
注連綯う,しめなう,冬
注連綯ふ,しめなう,冬
霜,しも,冬
霜覆,しもおおい,冬
霜囲,しもがこい,冬
霜枯,しもがれ,冬
霜枯薄,しもがれすすき,冬
霜菊,しもぎく,冬
霜くずれ,しもくずれ,冬
霜くづれ,しもくずれ,冬
霜酒,しもざけ,冬
霜冴ゆる,しもさゆる,冬
霜雫,しもしずく,冬
霜だたみ,しもだたみ,冬
霜月,しもつき,冬
霜月会,しもつきえ,冬
霜月神楽,しもつきかぐら,冬
霜月鰈,しもつきがれい,冬
霜月祭,しもつきまつり,冬
霜解,しもどけ,冬
霜凪,しもなぎ,冬
下仁田葱,しもにたねぎ,冬
霜の菊,しものきく,冬
霜の声,しものこえ,冬
霜の鶴,しものつる,冬
霜の花,しものはな,冬
霜柱,しもばしら,冬
霜晴,しもばれ,冬
霜腫,しもばれ,冬
霜日和,しもびより,冬
霜降かます,しもふりかます,冬
霜降月,しもふりづき,冬
霜降番楽,しもふりばんがく,冬
霜見草,しもみぐさ,冬
霜焼,しもやけ,冬
霜焼薬,しもやけぐすり,冬
霜夜,しもよ,冬
霜除,しもよけ,冬
霜夜の鶴,しもよのつる,冬
社会鍋,しゃかいなべ,冬
杓子菜,しゃくしな,冬
借銭乞,しゃくせんこい,冬
惜命忌,しゃくみょうき,冬
蝦蛄仙人掌,しゃこさぼてん,冬
蝦蛄葉仙人掌,しゃこばさぼてん,冬
蛇の髯の実,じゃのひげのみ,冬
十一月,じゅういちがつ,冬
収穫感謝祭,しゅうかくかんしゃさい,冬
収穫感謝日,しゅうかくかんしゃび,冬
秀哉忌,しゅうさいき,冬
十字狐,じゅうじぎつね,冬
秋艸忌,しゅうそうき,冬
絨毯,じゅうたん,冬
絨緞,じゅうたん,冬
十二月,じゅうにがつ,冬
十二祭,じゅうにまつり,冬
十能,じゅうのう,冬
十夜,じゅうや,冬
十夜柿,じゅうやがき,冬
十夜鉦,じゅうやがね,冬
十夜粥,じゅうやがゆ,冬
十夜僧,じゅうやそう,冬
十夜寺,じゅうやでら,冬
十夜婆,じゅうやばば,冬
十夜婆々,じゅうやばば,冬
十夜法要,じゅうやほうよう,冬
綬魚,じゅぎょ,冬
守歳,しゅさい,冬
樹霜,じゅそう,冬
出液,しゅつえき,冬
手套,しゅとう,冬
主の御公現の祝日,しゅのごこうげんのいわいび,冬
主の奉献,しゅのほうけん,冬
樹氷,じゅひょう,冬
樹氷原,じゅひょうげん,冬
樹氷林,じゅひょうりん,冬
撞木鮫,しゅもくざめ,冬
狩猟,しゅりょう,冬
手炉,しゅろ,冬
棕櫚剝ぐ,しゅろはぐ,冬
棕櫚むく,しゅろむく,冬
春信,しゅんしん,冬
春星忌,しゅんせいき,冬
尉,じょう,冬
聖一忌,しょういちき,冬
聖一国師忌,しょういちこくしき,冬
生姜酒,しょうがざけ,冬
正月事始,しょうがつのことはじめ・しょうがつことはじめ,冬
生姜掘る,しょうがほる,冬
生姜味噌,しょうがみそ,冬
生姜湯,しょうがゆ,冬
小寒,しょうかん,冬
小寒の入,しょうかんのいり,冬
聖護院蕪,しょうごいんかぶ,冬
聖護院大根,しょうごいんだいこん,冬
焼香念仏,しょうこうねんぶつ,冬
しょうさいふぐ,しょうさいふぐ,冬
障子,しょうじ,冬
猩々木,しょうじょうぼく,冬
精進落,しょうじんおち・しょうじんおとし,冬
精進固,しょうじんかため,冬
小雪,しょうせつ,冬
小雪の節,しょうせつのせつ,冬
消雪パイプ,しょうせつぱいぷ,冬
燋糟を食ふ,しょうそうをくろう,冬
上天,じょうてん,冬
上冬,じょうとう,冬
成道会,じょうどうえ,冬
勝の餅,しょうのもち,冬
消防車,しょうぼうしゃ,冬
浄名会,じょうみょうえ,冬
少林忌,しょうりんき,冬
松例祭,しょうれいさい,冬
除日立春,じょじつりっしゅん,冬
除夕,じょせき,冬
除雪,じょせつ,冬
除雪車,じょせつしゃ,冬
除雪隊,じょせつたい,冬
除雪夫,じょせつふ,冬
初祖忌,しょそき,冬
助炭,じょたん,冬
塩汁,しょっつる,冬
塩汁貝焼,しょっつるかやき,冬
塩汁鍋,しょっつるなべ,冬
しよつつる鍋,しょっつるなべ,冬
除日,じょにち,冬
初年兵除隊,しょねんへいじょたい,冬
初年兵入隊,しょねんへいにゅうたい,冬
除夜,じょや,冬
除夜祭,じょやさい,冬
除夜の宴,じょやのえん,冬
除夜の鐘,じょやのかね,冬
除夜の湯,じょやのゆ,冬
除夜詣,じょやもうで,冬
白息,しらいき,冬
白髪切干,しらがきりぼし,冬
しらしめ油,しらしめゆ,冬
白雪,しらゆき,冬
尻摘祭,しりつみまつり,冬
銀忌,しろがねき,冬
白紙子,しろかみこ,冬
白狐,しろぎつね,冬
白熊,しろくま,冬
白粉婆,しろこばば,冬
白炭,しろずみ,冬
白足袋,しろたび,冬
白千鳥,しろちどり,冬
白長須鯨,しろながすくじら,冬
白襖,しろぶすま,冬
師走,しわす,冬
師走の市,しわすのいち,冬
師走八日吹,しわすようかぶき,冬
師走八日吹き,しわすようかぶき,冬
成吉思汗鍋,じんぎすかんなべ,冬
ジンギスカン鍋,じんぎすかんなべ,冬
成吉思汗料理,じんぎすかんりょうり,冬
神帰月,しんきづき,冬
神今食,じんこじき,冬
参宿,しんしゅく,冬
新嘗会,しんじょうえ,冬
新雪,しんせつ,冬
新沢庵,しんたくあん,冬
新漬沢庵,しんづけたくあん,冬
新日記,しんにっき,冬
神農祭,しんのうさい,冬
神農さん,しんのうさん,冬
神農祭,しんのうまつり,冬
新海苔,しんのり,冬
新干蕪,しんぼしかぶら,冬
新干大根,しんぼしだいこん,冬
新物進,しんもつたてまつり,冬
親鸞忌,しんらんき,冬
水官厄を解す,すいかんやくをげす,冬
水禽,すいきん,冬
すいぐき菜,すいぐきな,冬
水仙,すいせん,冬
水泉動く,すいせんうごく,冬
水仙花,すいせんか,冬
水沢腹く堅し,すいたくあつくかたし,冬
スウェーデン蕪,すうぇーでんかぶ,冬
末の冬,すえのふゆ,冬
酢牡蠣,すがき,冬
素紙子,すがみこ,冬
すが洩り,すがもり,冬
すが漏,すがもり・すがもれ,冬
スキー会,すきーかい,冬
スキー場,すきーじょう,冬
スキー帽,すきーぼう,冬
スキー宿,すきーやど,冬
スキー列車,すきーれっしゃ,冬
主基の節,すきのせち,冬
隙閒風,すきまかぜ,冬
隙間張,すきまばり,冬
隙間張る,すきまはる,冬
鋤焼,すきやき,冬
杉焼,すぎやき,冬
頭巾,ずきん,冬
酢茎,すぐき,冬
酢茎売,すぐきうり,冬
スケート場,すけーとじょう,冬
助宗鱈,すけそうだら,冬
介党鱈,すけとうだら,冬
鯳,すけとうだら,冬
煤納,すすおさめ,冬
煤おろし,すすおろし,冬
鈴鴨,すずがも,冬
芒枯る,すすきかる,冬
薄枯る,すすきかる,冬
薄枯葉,すすきかれは,冬
煤籠,すすごもり,冬
煤竹,すすだけ,冬
煤竹売,すすだけうり,冬
煤逃,すすにげ,冬
煤の日,すすのひ,冬
煤の餅,すすのもち,冬
煤掃,すすはき,冬
煤払,すすはらい,冬
煤日和,すすびより,冬
煤見舞,すすみまい,冬
煤湯,すすゆ,冬
鼈雑炊,すっぽんぞうすい,冬
鼈鍋,すっぽんなべ,冬
酢海鼠,すなまこ,冬
砂八目,すなやつめ,冬
炭櫃,すびつ,冬
炭,すみ,冬
炭馬,すみうま,冬
炭売,すみうり,冬
炭負ひ,すみおい,冬
炭負女,すみおいめ,冬
炭籠,すみかご,冬
炭頭,すみがしら,冬
炭竈,すみがま,冬
炭叺,すみがます,冬
炭屑,すみくず,冬
炭車,すみぐるま,冬
炭𠮟り,すみしかり,冬
角頭巾,すみずきん・かくずきん,冬
炭すご,すみすご,冬
炭橇,すみぞり,冬
炭俵,すみだわら,冬
炭斗,すみとり,冬
炭取,すみとり,冬
炭納屋,すみなや,冬
住江牡蠣,すみのえがき,冬
炭の香,すみのか,冬
炭箱,すみばこ,冬
炭火,すみび,冬
炭挽く,すみひく,冬
炭瓢,すみひさご,冬
炭ふくべ,すみふくべ,冬
炭屋,すみや,冬
炭焼,すみやき,冬
炭焼竈,すみやきがま,冬
炭焼小屋,すみやきごや,冬
炭焼夫,すみやきふ,冬
相撲寒取,すもうかんどり,冬
ずわい蟹,ずわいがに,冬
据り蕪,すわりかぶ,冬
凄雲,せいうん,冬
聖菓,せいか,冬
聖家族祭,せいかぞくさい,冬
聖家族の主日,せいかぞくのしゅじつ,冬
聖家族の日,せいかぞくのひ,冬
せいこ蟹,せいこがに,冬
聖ザビエル祭,せいざびえるさい,冬
聖ザビエルの日,せいざびえるのひ,冬
清祀,せいし,冬
聖樹,せいじゅ,冬
静順,せいじゅん,冬
青女,せいじょ,冬
聖燭祭,せいしょくさい,冬
聖胎節,せいたいせつ,冬
聖誕祭,せいたんさい,冬
征鳥厲く疾し,せいちょうはやくとし,冬
製鉄所起業祭,せいてつじょきぎょうさい,冬
聖フランシスコ＝ザビエル司祭の祝日,せいふらんしすこざびえるしさいのいわいび,冬
歳暮,せいぼ・さいぼ,冬
