kigo,pronunciation,season
金盞花,きんせんか,春
金盞草,きんせんそう,春
ぎんなんの花,ぎんなんのはな,春
金鳳花,きんぽうげ,春
金鳳華,きんぽうげ,春
毛莨,きんぽうげ,春
金めばる,きんめばる,春
金蘭,きんらん,春
銀蘭,ぎんらん,春
銀縷梅,ぎんろばい,春
空海忌,くうかいき,春
茎立菜,くきたちな,春
茎立,くくたち,春
くくたち菜,くくたちな,春
枸杞,くこ,春
枸杞茶,くこちゃ,春
枸杞摘む,くこつむ,春
枸杞の芽,くこのめ,春
枸杞飯,くこめし,春
草青む,くさあおむ,春
草苺の花,くさいちごのはな,春
草朧,くさおぼろ,春
草かぐわし,くさかぐわし,春
草霞む,くさかすむ,春
草かんばし,くさかんばし,春
草芳し,くさかんばし・くさこうばし,春
草駒返る,くさこまがえる,春
草摘む,くさつむ,春
草の芽,くさのめ,春
草の餅,くさのもち,春
草の若葉,くさのわかば,春
草藤,くさふじ,春
草木瓜,くさぼけ,春
草萌,くさもえ,春
草餅,くさもち,春
草焼く,くさやく,春
草山吹,くさやまぶき,春
草若し,くさわかし,春
草若葉,くさわかば,春
楠の芽,くすのめ,春
葛の若葉,くずのわかば,春
葛若葉,くずわかば,春
糞蛙,くそがえる,春
管流し,くだながし,春
口明祭,くちあけまつり,春
口紅水仙,くちべにすいせん,春
苦難週,くなんしゅう,春
苦難の金曜日,くなんのきんようび,春
平国祭,くにむけまつり,春
櫟の芽,くぬぎのめ,春
句仏忌,くぶつき,春
熊穴を出づ,くまあなをいず,春
熊穴を出る,くまあなをでる,春
熊谷桜,くまがいざくら,春
熊谷草,くまがいそう,春
熊蜂,くまばち,春
汲鮎,くみあゆ,春
雲井桜,くもいざくら,春
雲に入る鳥,くもにいるとり,春
曇りざくら,くもりざくら,春
供養針,くようばり,春
鞍馬の花供養,くらまのはなくよう,春
九輪草,くりんそう,春
狂い凧,くるいだこ,春
狂う蝶,くるうちょう,春
狂ふ蝶,くるうちょう,春
車組む,くるまくむ,春
車出す,くるまだす,春
胡桃の花,くるみのはな,春
胡桃の芽,くるみのめ,春
暮遅し,くれおそし,春
暮れかぬる,くれかぬる,春
暮の春,くれのはる,春
黒あげは,くろあげは,春
黒生の芒,くろうのすすき,春
黒貝,くろがい,春
玄貝,くろがい,春
黒北風,くろぎた,春
烏芋,くろぐわい,春
黒雀蜂,くろすずめばち,春
畔塗り,くろぬり,春
黒海苔,くろのり,春
黒布,くろめ,春
黒めばる,くろめばる,春
黒文字の花,くろもじのはな,春
黒森歌舞伎,くろもりかぶき,春
桑,くわ,春
慈姑,くわい,春
慈姑の芽,くわいのめ,春
慈姑掘る,くわいほる,春
桑植う,くわうう,春
桑売,くわうり,春
桑籠,くわかご,春
桑車,くわぐるま,春
桑子,くわこ,春
桑摘,くわつみ,春
桑摘唄,くわつみうた,春
桑摘女,くわつみめ,春
桑解く,くわとく,春
桑の花,くわのはな,春
桑の芽,くわのめ,春
桑畑,くわばたけ,春
桑ほどく,くわほどく,春
君子蘭,くんしらん,春
訓読会,くんどくえ,春
迎春花,げいしゅんか,春
啓蟄,けいちつ,春
驚蟄,けいちつ,春
契沖忌,けいちゅうき,春
鶏頭踊,けいとうおどり,春
鶏頭蒔く,けいとうまく,春
五形花,げげばな,春
毛蚕,けご,春
けしの若葉,けしのわかば,春
罌粟の若葉,けしのわかば,春
化粧桜,けしょうざくら,春
気多平国祭,けたくにむけまつり,春
月斗忌,げつとき,春
けまん草,けまんそう,春
華鬘草,けまんそう,春
華鬘牡丹,けまんぼたん,春
獣交る,けものさかる,春
獣交む,けものつるむ,春
欅の芽,けやきのめ,春
紫雲英,げんげ,春
げんげ刈る,げんげかる,春
げんげ田,げんげだ,春
げんげ摘む,げんげつむ,春
兼好忌,けんこうき,春
建国記念日,けんこくきねんび,春
建国祭,けんこくさい,春
建国の日,けんこくのひ,春
元巳,げんし,春
元政忌,げんせいき,春
献節,けんせつ,春
源平桃,げんぺいもも,春
憲法記念日,けんぽうきねんび,春
元禄雛,げんろくびな,春
小鮎,こあゆ,春
小鮎汲,こあゆくみ,春
恋猫,こいねこ,春
甲烏賊,こういか,春
膏雨,こうう,春
光悦忌,こうえつき,春
後架虻,こうかあぶ,春
合格,ごうかく,春
耕牛,こうぎゅう,春
黄沙,こうさ,春
黄砂,こうさ,春
孔子祭,こうしさい,春
かうしばの花,こうしばのはな,春
こうしばの花,こうしばのはな,春
耕人,こうじん,春
黄塵,こうじん,春
庚申薔薇,こうしんばら,春
黄塵万丈,こうじんばんじょう,春
香水木,こうすいぼく,春
香雪蘭,こうせつらん,春
楮の花,こうぞのはな,春
公孫樹の花,こうそんじゅのはな,春
光太郎忌,こうたろうき,春
降誕会,ごうたんえ,春
後天木瓜,こうてんぼけ,春
がうな売,ごうなうり,春
ごうな売,ごうなうり,春
かうの木の花,こうのきのはな,春
こうの木の花,こうのきのはな,春
耕馬,こうば,春
紅梅,こうばい,春
興福寺文殊会,こうふくじもんじゅえ,春
好文木,こうぶんぼく,春
弘法忌,こうぼうき,春
弘法さん,こうぼうさん,春
子馬,こうま,春
仔馬,こうま,春
小梅,こうめ,春
こうめの花,こうめのはな,春
紅毛渡る,こうもうわたる,春
高麗鰯,こうらいいわし,春
高麗菊,こうらいぎく,春
かうらい雉,こうらいきじ,春
皇霊祭,こうれいさい,春
氷消ゆ,こおりきゆ,春
氷解く,こおりとく,春
氷解,こおりどけ,春
氷流るる,こおりながるる,春
氷雪崩,こおりなだれ,春
蚕飼,こがい,春
蚕飼時,こがいどき,春
蚕籠,こかご,春
護花鈴,ごかれい,春
粉河雛,こかわびな,春
小河原鶸,こかわらひわ,春
御願神事,ごがんしんじ,春
御形蓬,ごぎょうよもぎ,春
古今雛,こきんびな,春
小金鳳華,こきんぽうげ,春
穀雨,こくう,春
告知祭,こくちさい,春
告天子,こくてんし,春
こけし雛,こけしびな,春
苔フロックス,こけふろっくす・もすふろっくす,春
苔龍胆,こけりんどう,春
五香水,ごこうすい,春
九重桜,ここのえざくら,春
小米桜,こごめざくら,春
小米花,こごめばな,春
蚕座,こざ,春
胡沙荒る,こさある,春
胡沙荒るる,こさあるる,春
菰菜,こさい,春
蚕ざかり,こざかり・かいこざかり,春
胡沙来る,こさくる・こさきたる,春
古参,こさん,春
腰赤燕,こしあかつばめ,春
五色ざくら,ごしきざくら,春
五色水,ごしきすい,春
五色の水,ごしきのみず,春
小綬鶏,こじゅけい,春
菰筍,こじゅん,春
五旬節,ごじゅんせつ,春
御所桜,ごしょざくら,春
御所雛,ごしょびな,春
子雀,こすずめ,春
小すみれ,こすみれ,春
姑洗,ごせん,春
小袖納,こそでおさめ,春
こぞの木の花,こぞのきのはな,春
去年の雪,こぞのゆき,春
炬燵の名残,こたつのなごり,春
炬燵塞ぐ,こたつふさぐ,春
蚕棚,こだな・かいこだな,春
東風,こち,春
吾智網,ごちあみ,春
こち風,こちかぜ,春
胡蝶,こちょう,春
胡蝶花,こちょうか,春
胡蝶の夢,こちょうのゆめ,春
こでまりの花,こでまりのはな,春
御殿,ごてん,春
御灯,ごとう,春
事納,ことおさめ,春
蚕時,こどき,春
ことの日,ことのひ,春
事始,ことはじめ,春
事日,ことび,春
琴弾鳥,ことひきどり,春
事祭,ことまつり,春
子鳥,こどり,春
小鳥帰る,ことりかえる,春
小鳥の巣,ことりのす,春
小鳥の卵,ことりのたまご,春
小鳥引く,ことりひく,春
小水葱,こなぎ,春
小水葱摘む,こなぎつむ,春
こなぎ摘む,こなぎつむ,春
五人囃,ごにんばやし,春
五人囃し,ごにんばやし,春
子猫,こねこ,春
仔猫,こねこ,春
蚕の眠り,このねむり・かいこのねむり,春
木葉蝶,このはちょう,春
此花踊,このはなおどり,春
木の実植う,このみうう,春
木の芽,このめ・きのめ,春
木の芽雨,このめあめ,春
木の芽垣,このめがき,春
木の芽風,このめかぜ,春
木の芽漬,このめづけ,春
木の芽時,このめどき,春
木の芽張る,このめはる,春
木の芽晴,このめばれ,春
木の芽冷え,このめびえ,春
木の芽山,このめやま,春
小花蜂,こばなばち,春
小蒜,こびる,春
呉服祭,ごふくさい,春
辛夷,こぶし,春
木筆,こぶし,春
瘤柳,こぶやなぎ,春
牛蒡蒔く,ごぼうまく,春
駒返る草,こまかえるくさ,春
小町忌,こまちき,春
駒鳥,こまどり,春
駒鳥笛,こまぶえ,春
ゴム風船,ごむふうせん,春
小紫,こむらさき,春
小めじ,こめじ,春
米躑躅,こめつつじ,春
ごめ渡る,ごめわたる,春
子持雀,こもちすずめ,春
子持鳥,こもちどり,春
子持膾,こもちなます,春
子持猫,こもちねこ,春
子持鯊,こもちはぜ,春
子持鮒,こもちぶな,春
菰白,こもづの,春
菰角,こもづの,春
菰の若葉,こものわかば,春
子守膾,こもりなます,春
小紋宝,こもんだから,春
蚕屋,こや,春
子安貝,こやすがい,春
小鴘,こやまがえり,春
濃山吹,こやまぶき,春
小弓遊,こゆみあそび,春
小弓引,こゆみひき,春
五葉躑躅,ごようつつじ,春
杞楊,こりやなぎ,春
金剛桜,こんごうざくら,春
蒟蒻植う,こんにゃくうう,春
金平桜,こんぺいざくら,春
西翁忌,さいおうき,春
西行忌,さいぎょうき,春
西行桜,さいぎょうざくら,春
最後の晩餐,さいごのばんさん,春
最後の晩餐日,さいごのばんさんび,春
催青,さいせい,春
犀星忌,さいせいき,春
西東忌,さいとうき,春
冴返る,さえかえる,春
囀る,さえずる,春
さほ鷹,さおたか,春
竿躑躅,さおつつじ,春
佐保姫,さおひめ,春
棹姫鷹,さおひめだか,春
嵯峨御松明,さがおたいまつ,春
榊入,さかきいり,春
榊伐,さかききり,春
榊取,さかきとり,春
盃流し,さかずきながし,春
嵯峨大念仏狂言,さがだいねんぶつきょうげん,春
嵯峨念仏,さがねんぶつ,春
嵯峨大念仏,さがのだいねんぶつ,春
嵯峨の柱炬,さがのはしらたいまつ,春
逆八蝶,さかはちちょう,春
酒星,さかぼし・しゅせい,春
坂迎,さかむかえ,春
坂迎え,さかむかえ,春
下り苺,さがりいちご,春
鷺苔,さぎごけ,春
鷺芝,さぎしば,春
鷺の巣,さぎのす,春
さき彼岸,さきひがん,春
桜,さくら,春
桜烏賊,さくらいか,春
桜魚,さくらうお,春
桜右斑魚,さくらうぐい,春
桜鯎,さくらうぐい,春
桜蝦,さくらえび,春
桜貝,さくらがい,春
桜陰,さくらかげ,春
桜がさね,さくらがさね,春
桜重,さくらがさね,春
桜狩,さくらがり,春
桜ごち,さくらごち,春
桜東風,さくらごち,春
桜衣,さくらごろも,春
桜蘂ふる,さくらしべふる,春
桜蘂降る,さくらしべふる,春
桜島大根,さくらじまだいこん,春
桜すみれ,さくらすみれ,春
桜草,さくらそう,春
桜鯛,さくらだい,春
桜月,さくらづき,春
桜月夜,さくらづきよ,春
桜漬,さくらづけ,春
桜戸,さくらど,春
桜時,さくらどき,春
桜苗,さくらなえ,春
桜の園,さくらのその,春
桜の浪,さくらのなみ,春
桜の芽,さくらのめ,春
桜海苔,さくらのり,春
桜人,さくらびと,春
桜吹雪,さくらふぶき,春
桜まじ,さくらまじ,春
桜鱒,さくらます,春
桜祭,さくらまつり,春
桜見,さくらみ,春
桜餅,さくらもち,春
桜守,さくらもり,春
桜山,さくらやま,春
桜湯,さくらゆ,春
狭腰,さごし,春
左近桜,さこんざくら,春
左近の桜,さこんのさくら,春
栄螺,さざえ,春
栄螺子,さざえ,春
拳螺,さざえ,春
栄螺の壺焼,さざえのつぼやき,春
細水葱,ささなぎ,春
笹海苔,ささのり,春
笹葉銀蘭,ささばぎんらん,春
挿木,さしき,春
挿床,さしどこ,春
挿葉,さしば,春
挿穂,さしほ,春
挿芽,さしめ,春
さしも草,さしもぐさ,春
砂じんあらし,さじんあらし,春
砂ぢんあらし,さじんあらし,春
五月近し,さつきちかし,春
里芋植う,さといもうう,春
座頭積塔,ざとうしゃくとう,春
里桜,さとざくら,春
里燕,さとつばめ,春
実朝忌,さねともき,春
さはなき月,さはなきづき,春
サムエル寄居虫,さむえるやどかり,春
寒き春,さむきはる,春
竹魚,さより,春
針嘴魚,さより,春
細魚,さより,春
水針魚,さより,春
鱵,さより,春
鱵舟,さよりぶね,春
更沙木瓜,さらさぼけ,春
更紗木蘭,さらさもくれん,春
サラダ菜,さらだな,春
去りし仏,さりしほとけ,春
去る雁,さるかり,春
去る田鶴,さるたづ,春
猿の口開,さるのくちあけ,春
猿の神供,さるのじんく,春
申祭,さるまつり,春
申祭,さるまつり,春
沢漆,さわうるし,春
沢芹,さわぜり,春
沢蒜,さわびる,春
馬鮫魚,さわら,春
鰆,さわら,春
鰆網,さわらあみ,春
鰆ごち,さわらごち,春
鰆東風,さわらごち,春
早蕨,さわらび,春
早蕨の衣,さわらびのころも,春
鰆船,さわらぶね,春
残桜,ざんおう,春
残花,ざんか,春
宝蓋草,さんがいぐさ,春
三月,さんがつ,春
三月遊,さんがつあそび,春
三月終る,さんがつおわる,春
三月狂言,さんがつきょうげん,春
三月尽,さんがつじん,春
三月節句,さんがつせっく,春
三月大根,さんがつだいこん,春
三月尽く,さんがつつく,春
三月菜,さんがつな,春
三月場所,さんがつばしょ,春
三月掘入,さんがつほりいれ,春
三鬼忌,さんきき,春
三鬼の忌,さんきのき,春
山帰来の花,さんきらいのはな,春
残月梅,ざんげつばい,春
三弘法詣,さんこうぼうまいり,春
山菜採り,さんさいとり,春
山楂子の花,さんざしのはな,春
蚕紙,さんし,春
山市,さんし,春
三色菫,さんしきすみれ,春
山茱萸の花,さんしゅゆのはな,春
三春,さんしゅん,春
さんせう和え,さんしょうあえ,春
山椒和,さんしょうあえ,春
山椒喰,さんしょうくい,春
山椒の皮,さんしょうのかわ,春
山椒の皮剝ぐ,さんしょうのかわはぐ,春
山椒の花,さんしょうのはな,春
山椒の芽,さんしょうのめ,春
さんせう味噌,さんしょうみそ,春
山椒味噌,さんしょうみそ,春
山椒餅,さんしょうもち,春
残雪,ざんせつ,春
残雪梅,ざんせつばい,春
三汀忌,さんていき,春
三人使丁,さんにんしちょう,春
三の午,さんのうま,春
山王祭,さんのうまつり,春
三の替,さんのかわり,春
三の替り,さんのかわり,春
三番茶,さんばんちゃ,春
讃仏会,さんぶつえ,春
三宝柑,さんぼうかん,春
塩竈桜,しおがまざくら,春
塩桜,しおざくら,春
汐干,しおひ,春
潮干,しおひ,春
汐干岩,しおひいわ,春
汐干貝,しおひがい,春
潮干貝,しおひがい,春
汐干籠,しおひかご,春
潮干籠,しおひかご,春
汐干潟,しおひがた,春
潮干潟,しおひがた,春
汐干狩,しおひがり,春
潮干船,しおひぶね,春
潮吹,しおふき,春
潮吹貝,しおふきがい,春
望潮,しおまねき,春
潮招,しおまねき,春
塩屋虻,しおやあぶ,春
鹹蓬,しおよもぎ,春
しおり桜,しおりざくら,春
しほり桜,しおりざくら,春
紫苑の芽,しおんのめ,春
四月,しがつ,春
四月終る,しがつおわる,春
四月来る,しがつくる,春
四月尽,しがつじん,春
四月大根,しがつだいこん,春
四月尽く,しがつつく,春
四月馬鹿,しがつばか,春
鹿の角落つ,しかのつのおつ,春
似我蜂,じがばち,春
四季咲薔薇,しきざきばら,春
莽草の花,しきそうのはな,春
樒の花,しきみのはな,春
四国巡,しこくめぐり,春
地こすり,じこすり,春
ししのくびすの木,ししのくびすのき,春
蜆,しじみ,春
蜆売,しじみうり,春
蜆貝,しじみがい,春
蜆搔,しじみかき,春
蜆川,しじみがわ,春
蜆汁,しじみじる,春
小灰蝶,しじみちょう,春
蜆取,しじみとり,春
蜆舟,しじみぶね,春
蜆掘,しじみほり,春
時宗踊念仏,じしゅうおどりねんぶつ,春
四旬斎,しじゅんさい,春
四旬祭,しじゅんさい,春
四旬節,しじゅんせつ,春
時正,じしょう,春
紫蘇の芽,しそのめ,春
字だこ,じだこ,春
下萌,したもえ,春
しだ萌ゆる,しだもゆる,春
歯朶萌ゆる,しだもゆる,春
しだり桜,しだりざくら,春
枝垂梅,しだれうめ,春
枝垂桜,しだれざくら,春
枝垂彼岸,しだれひがん,春
枝垂桃,しだれもも,春
枝垂柳,しだれやなぎ,春
七旬節,しちじゅんせつ,春
幣辛夷,しでこぶし,春
樝子の花,しどみのはな,春
品川海苔,しながわのり,春
地梨,じなし,春
シナ春蘭,しなしゅんらん,春
シナ水仙,しなすいせん,春
支那実桜,しなみざくら,春
芝青む,しばあおむ,春
芝川海苔,しばかわのり,春
芝桜,しばざくら,春
地蜂,じばち,春
芝能,しばのう,春
芝の芽,しばのめ,春
芝火,しばび,春
芝萌ゆる,しばもゆる,春
芝焼,しばやき,春
芝焼く,しばやく,春
終い彼岸,しまいひがん,春
終ひ彼岸,しまいひがん,春
しま雉,しまきじ,春
島四国,しましこく,春
島原の太夫の道中,しまばらのたゆうのどうちゅう,春
しみ返る,しみかえる,春
地虫穴を出づ,じむしあなをいず,春
地虫穴を出る,じむしあなをでる,春
地虫出づ,じむしいず,春
霜囲とる,しもがこいとる,春
霜くすべ,しもくすべ,春
紫木蓮,しもくれん,春
霜の名残,しものなごり,春
霜の果,しものはて,春
霜の別れ,しものわかれ,春
霜除解く,しもよけとく,春
霜除とる,しもよけとる,春
社燕,しゃえん,春
社燕,しゃえん,春
社翁の雨,しゃおうのあめ,春
馬鈴薯植う,じゃがいもうう・ばれいしょうう,春
釈迦の鼻糞,しゃかのはなくそ,春
蛇含草,じゃがんそう,春
杓子貝,しゃくしがい,春
釈尊降誕会,しゃくそんこうたんえ,春
石塔,しゃくとう,春
石塔会,しゃくとうえ,春
積塔会,しゃくとうえ,春
石南花,しゃくなげ,春
芍薬の芽,しゃくやくのめ,春
麝香あげは,じゃこうあげは,春
麝香豌豆,じゃこうえんどう,春
謝肉祭,しゃにくさい,春
社日,しゃにち,春
社日様,しゃにちさま,春
社日潮斎,しゃにちしおい,春
社日詣,しゃにちもうで,春
蛇目蝶,じゃのめちょう,春
蛇木,じゃぼく,春
石鹼玉,しゃぼんだま,春
三味線草,しゃみせんぐさ,春
十三詣,じゅうさんまいり,春
秋色桜,しゅうしきざくら,春
就職,しゅうしょく,春
就職期,しゅうしょくき,春
終雪,しゅうせつ,春
秋千,しゅうせん,春
鞦韆,しゅうせん,春
終霜,しゅうそう,春
集団就職,しゅうだんしゅうしょく,春
十二単,じゅうにひとえ,春
銃猟停止,じゅうりょうていし,春
受苦節,じゅくせつ,春
受験,じゅけん,春
受験禍,じゅけんか,春
受験期,じゅけんき,春
受験苦,じゅけんく,春
受験子,じゅけんし,春
受験生,じゅけんせい,春
守護者祭,しゅごしゃさい,春
朱桜,しゅざくら,春
数珠子,じゅずこ,春
寿泉海苔,じゅせんのり,春
受胎告知日,じゅたいこくちび,春
種痘,しゅとう,春
受難週,じゅなんしゅう,春
受難節,じゅなんせつ,春
受難の金曜日,じゅなんのきんようび,春
受難の主日,じゅなんのしゅじつ,春
受難日,じゅなんび,春
修二会,しゅにえ,春
修二月会,しゅにがつえ,春
修羅落,しゅらおとし,春
修羅落し,しゅらおとし,春
棕梠の主日,しゅろのしゅじつ,春
棕梠の聖日,しゅろのせいじつ,春
棕梠の日曜日,しゅろのにちようび,春
春意,しゅんい,春
春陰,しゅんいん,春
春雲,しゅんうん・はるぐも,春
春苑,しゅんえん,春
春園,しゅんえん,春
俊寛忌,しゅんかんき,春
春嬉,しゅんき,春
春菊,しゅんぎく,春
茼蒿,しゅんぎく,春
春季皇霊祭,しゅんきこうれいさい,春
春季闘争,しゅんきとうそう,春
春期闘争,しゅんきとうそう,春
春宮,しゅんきゅう,春
春窮,しゅんきゅう,春
春興,しゅんきょう,春
春暁,しゅんぎょう,春
春禽,しゅんきん,春
春景,しゅんけい,春
春月,しゅんげつ,春
春光,しゅんこう,春
春江,しゅんこう,春
春郊,しゅんこう,春
春耕,しゅんこう,春
春恨,しゅんこん,春
蓴菜生う,じゅんさいおう,春
蓴菜生ふ,じゅんさいおう,春
春霰,しゅんさん,春
春思,しゅんし,春
春日,しゅんじつ,春
春日遅々,しゅんじつちち,春
春社,しゅんしゃ,春
春愁,しゅんしゅう・はるうれい,春
春笋,しゅんじゅん,春
春宵,しゅんしょう,春
春情,しゅんじょう,春
俊芿忌,しゅんじょうき,春
春色,しゅんしょく,春
春尽,しゅんじん,春
春塵,しゅんじん,春
春水,しゅんすい,春
春睡,しゅんすい,春
春星,しゅんせい,春
春雪,しゅんせつ,春
春草,しゅんそう,春
春装,しゅんそう,春
春霜,しゅんそう・はるしも,春
春暖,しゅんだん,春
春昼,しゅんちゅう,春
春朝,しゅんちょう,春
春潮,しゅんちょう,春
春泥,しゅんでい,春
春天,しゅんてん,春
春濤,しゅんとう,春
春闘,しゅんとう,春
春灯,しゅんとう・はるともし,春
しゆんとう菊,しゅんとうぎく,春
順の峯,じゅんのみね,春
順の峯入,じゅんのみねいり,春
春飈,しゅんひょう・はるはやて,春
春服,しゅんぷく,春
春分,しゅんぶん,春
春分の日,しゅんぶんのひ,春
春望,しゅんぼう,春
春眠,しゅんみん,春
春夜,しゅんや,春
春融,しゅんゆう,春
春容,しゅんよう,春
春陽,しゅんよう,春
春雷,しゅんらい,春
春蘭,しゅんらん,春
春林,しゅんりん,春
春霖,しゅんりん,春
春嶺,しゅんれい,春
昭君桜,しょうくんざくら,春
招魂祭,しょうこんさい,春
上巳,じょうし・じょうみ,春
上春,じょうしゅん,春
常春花,じょうしゅんか,春
猩々海苔,しょうじょうのり,春
猩々袴,しょうじょうばかま,春
丈草忌,じょうそうき,春
しやうどう燕,しょうどうつばめ,春
浄配祭,じょうはいさい,春
菖蒲根分,しょうぶねわけ,春
菖蒲の芽,しょうぶのめ,春
正御影供,しょうみえいく,春
聖武祭,しょうむさい,春
逍遙忌,しょうようき,春
常楽会,じょうらくえ,春
聖霊会,しょうりょうえ,春
聖霊梨の花,しょうりょうなしのはな,春
松露,しょうろ,春
松露搔く,しょうろかく,春
松露掘る,しょうろほる,春
女王蜂,じょおうばち,春
諸葛菜,しょかつさい,春
植樹祭,しょくじゅさい,春
植樹式,しょくじゅしき,春
蜀木瓜,しょくぼけ,春
食用たんぽぽ,しょくようたんぽぽ,春
植林,しょくりん,春
初春,しょしゅん・はつはる,春
初筏式,しょばつしき,春
王余魚,しらうお,春
白魚,しらうお,春
銀魚,しらうお,春
膾残魚,しらうお,春
白魚鍋,しらうおなべ・しらおなべ,春
白魚飯,しらうおめし,春
白梅,しらうめ・はくばい,春
白魚網,しらおあみ,春
白魚汲む,しらおくむ,春
白魚汁,しらおじる,春
白魚捕,しらおとり,春
白魚捕り,しらおとり,春
白魚鍋,しらおなべ,春
白尾の鷹,しらおのたか,春
白魚火,しらおび,春
白魚舟,しらおぶね,春
白魚船,しらおぶね,春
白樺の花,しらかばのはな,春
白鷺苔,しらさぎごけ,春
白子,しらす,春
白子干,しらすぼし,春
白玉ひめ,しらたまひめ,春
白斑の鷹,しらふのたか,春
白藻,しらも,春
白桃,しらもも,春
験の杉,しるしのすぎ,春
次郎左衛門雛,じろうざえもんびな,春
治聾酒,じろうしゅ,春
次郎の朔日,じろうのついたち,春
白き日曜日,しろきにちようび,春
白ぐわゐ,しろぐわい,春
白慈姑,しろぐわい,春
白酒,しろざけ,春
白酒売,しろざけうり,春
白酒徳利,しろざけとっくり,春
白酒瓶,しろざけびん,春
白芹,しろぜり,春
代田,しろた,春
白妙菊,しろたえぎく,春
白蝶,しろちょう,春
白つつじ,しろつつじ,春
白躑躅,しろつつじ,春
白椿,しろつばき,春
白花たんぽぽ,しろばなたんぽぽ,春
白花藤,しろばなふじ,春
白藤,しろふじ,春
白藤,しろふじ,春
白木瓜,しろぼけ,春
白山吹,しろやまぶき,春
白山葵,しろわさび,春
しわ鮊子,しわいかなご,春
皺搗布,しわかじめ,春
晋翁忌,しんおうき,春
進学,しんがく,春
新数の子,しんかずのこ,春
進級,しんきゅう,春
進級試験,しんきゅうしけん,春
新教師,しんきょうし,春
蜃気楼,しんきろう,春
新参,しんざん,春
蜃市,しんし,春
晋子忌,しんしき,春
新社員,しんしゃいん,春
沈丁,じんちょう,春
沈丁花,じんちょうげ,春
新入社員,しんにゅうしゃいん,春
新入生,しんにゅうせい,春
親王雛,しんのうびな,春
新蚤,しんのみ,春
神武祭,じんむさい,春
神武天皇祭,じんむてんのうさい,春
蜃楼,しんろう,春
睡花,すいか,春
西瓜植う,すいかうう,春
西瓜蒔く,すいかまく,春
水圏戯,すいけんぎ,春
瑞香,ずいこう,春
随身,ずいじん,春
酸葉,すいば,春
酸模,すいば,春
睡蓮植う,すいれんうう,春
末の春,すえのはる,春
蘇枋の花,すおうのはな,春
巣隠,すがくれ,春
巣隠れ,すがくれ,春
姿見の鯛,すがたみのたい,春
すがね鳥,すがねどり,春
巣構へ,すがまえ,春
透木,すきぎ,春
透蚕,すきこ,春
渝越祭,すぎこしまつり,春
杉菜,すぎな,春
杉苗,すぎなえ,春
杉の花粉,すぎのかふん,春
杉の花,すぎのはな,春
頭巾脱ぐ,ずきんぬぐ,春
巣組み,すくみ,春
末黒,すぐろ,春
末黒野,すぐろの,春
末黒の芒,すぐろのすすき,春
末黒の薄,すぐろのすすき,春
菅生石部御願神事,すごういそべごがんしんじ,春
巣籠,すごもり,春
巣籠り,すごもり,春
すさび海苔,すさびのり,春
すじ俵,すじだわら,春
すじ蒔,すじまき,春
鈴懸の花,すずかけのはな,春
鈴懸の芽,すずかけのめ,春
薄念仏,すすきねんぶつ,春
芒の芽,すすきのめ,春
芒の若葉,すすきのわかば,春
鈴子,すずこ,春
鈴子挿す鷹,すずこさすたか,春
鈴ふり草,すずふりそう,春
鈴振花,すずふりばな,春
雀魚,すずめうお,春
雀隠れ,すずめかくれ,春
雀子,すずめこ,春
雀小弓,すずめこゆみ,春
雀交る,すずめさかる,春
雀の帷子,すずめのかたびら,春
雀の子,すずめのこ,春
雀の巣,すずめのす,春
雀の卵,すずめのたまご,春
雀の鉄砲,すずめのてっぽう,春
雀の雛,すずめのひな,春
雀の枕,すずめのまくら,春
雀の槍,すずめのやり,春
雀蜂,すずめばち,春
鈴蘭水仙,すずらんずいせん,春
硯石取る,すずりいしとる,春
巣立鳥,すだちどり,春
簾貝,すだれがい,春
巣燕,すつばめ,春
捨蚕,すてご,春
捨頭巾,すてずきん,春
捨橇,すてぞり,春
捨雛,すてびな,春
ストーブ除く,すとーぶのぞく,春
巣鳥,すどり,春
砂あらし,すなあらし,春
巣箱,すばこ,春
巣蜂,すばち,春
洲蛤,すはまぐり,春
酢蛤,すはまぐり,春
醋蛤,すはまぐり,春
洲浜草,すはまそう,春
巣引雀,すびきすずめ,春
須磨の祓,すまのはらい,春
須磨の御禊,すまのみそぎ,春
墨染桜,すみぞめざくら,春
桷の花,ずみのはな,春
紫花地丁,すみれ,春
菫,すみれ,春
菫草,すみれそう・すみれぐさ,春
菫摘む,すみれつむ,春
菫野,すみれの,春
菫の衣,すみれのころも,春
相撲草,すもうぐさ,春
相撲取草,すもうとりぐさ,春
相撲花,すもうはな,春
李散る,すももちる,春
李の花,すもものはな,春
巣藁雀,すわらすずめ,春
坐雛,すわりびな,春
西王母,せいおうぼ,春
聖灰祭,せいかいさい,春
聖金曜,せいきんよう,春
聖金曜日,せいきんようび,春
霽月忌,せいげつき,春
聖枝祭,せいしさい,春
聖週間,せいしゅうかん,春
聖週期,せいしゅうき,春
青春,せいしゅん,春
聖胎告知日,せいたいこくちび,春
聖体制定日,せいたいせいていび,春
製茶,せいちゃ,春
青帝,せいてい,春
聖土曜,せいどよう,春
聖土曜日,せいどようび,春
聖母祭,せいぼさい,春
清明,せいめい,春
清明祭,せいめいさい,春
清明節,せいめいせつ,春
清明参,せいめいまいり,春
聖木曜,せいもくよう,春
聖木曜日,せいもくようび,春
青陽,せいよう,春
西洋苺の花,せいよういちごのはな,春
西洋独活,せいよううど,春
