kigo,pronunciation,season
正月茶,しょうがつちゃ,新年
正月場所,しょうがつばしょ,新年
正月餅,しょうがつもち,新年
正月礼,しょうがつれい,新年
上月,じょうげつ,新年
上元,じょうげん,新年
上元会,じょうげんえ,新年
上元の日,じょうげんのひ,新年
上元祭,じょうげんまつり,新年
椒酒,しょうしゅ,新年
上春,じょうしゅん,新年
椒觴,しょうしょう,新年
上辰日,じょうしんにち,新年
松竹梅飾る,しょうちくばいかざる,新年
上灯,じょうとう,新年
浄土双六,じょうどすごろく,新年
小楠公忌,しょうなんこうき,新年
生年祝,しょうねんいわい,新年
椒盃,しょうはい,新年
椒柏酒,しょうはくしゅ,新年
椒盤,しょうばん,新年
消防出初,しょうぼうでぞめ,新年
消防出初式,しょうぼうでぞめしき,新年
唱門師,しょうもじ,新年
上陽,じょうよう,新年
初月,しょげつ・はつづき,新年
初歳,しょさい,新年
諸司奏,しょしのそう,新年
初正,しょせい,新年
初節,しょせつ,新年
初旦,しょたん・はつあした,新年
諸堂詣,しょどうまいり,新年
初陽,しょよう,新年
尻張,しりはり,新年
汁会,しるかい,新年
始和,しわ,新年
新通,しんかよい,新年
新通ひ,しんかよい,新年
宝木,しんぎ,新年
神木,しんぎ,新年
神宮奏事始,じんぐうそうじはじめ,新年
新暦,しんごよみ,新年
新御霊御弓,しんごりょうのみたらし,新年
真言院の御修法,しんごんいんのみしほ,新年
新歳,しんさい,新年
人日,じんじつ,新年
新春,しんしゅん,新年
人正月,じんしょうがつ,新年
人勝節,じんしょうせつ,新年
人正,じんせい,新年
神前相場,しんぜんそうば,新年
神荼,しんと,新年
新日記,しんにっき,新年
新年,しんねん,新年
新年宴会,しんねんえんかい,新年
新年会,しんねんかい,新年
新年句会,しんねんくかい,新年
神馬藻,じんめそう・じんばそう,新年
新陽,しんよう,新年
水上消防出初式,すいじょうしょうぼうでぞめしき,新年
陬月,すうげつ,新年
素襖脱ぎ,すおうぬぎ,新年
梳初,すきぞめ,新年
梳きはじめ,すきはじめ,新年
双六,すごろく,新年
双六石,すごろくいし,新年
蘿蔔,すずしろ,新年
菘,すずな,新年
菁,すずな,新年
鈴菜,すずな,新年
頭陀巡行出初,ずだじゅんぎょうでぞめ,新年
頭痛粥,ずつうがゆ,新年
墨つけ,すみつけ,新年
墨付正月,すみつけしょうがつ,新年
墨塗,すみぬり,新年
角倉船乗初,すみのくらふなのりぞめ,新年
住吉御弓神事,すみよしおゆみしんじ,新年
住吉御弓,すみよしおんたらし,新年
住吉踏歌神事,すみよしとうかしんじ,新年
住吉蹈歌神事,すみよしとうかしんじ,新年
住吉踏歌節会,すみよしとうかせちえ,新年
住吉蹈歌節会,すみよしとうかせちえ,新年
住吉の白馬神事,すみよしのあおばのしんじ,新年
住吉の御弓,すみよしのおゆみ,新年
住吉御結鎮神事,すみよしみけちしんじ,新年
刷初,すりぞめ,新年
据り鯛,すわりだい,新年
据り餅,すわりもち,新年
すわり餅,すわりもち,新年
井華水,せいかすい,新年
生花始,せいかはじめ,新年
征月,せいげつ,新年
青歳,せいさい,新年
生菜,せいさい,新年
政事始,せいじはじめ,新年
政治始,せいじはじめ,新年
成人祭,せいじんさい,新年
成人式,せいじんしき,新年
成人の日,せいじんのひ,新年
聖旦,せいたん,新年
聖名祭,せいめいさい,新年
青陽,せいよう,新年
正陽,せいよう,新年
正陽月,せいようづき,新年
節饗,せちあえ,新年
節男,せちおとこ,新年
節木,せちぎ,新年
節客,せちきゃく,新年
節小袖,せちこそで,新年
節東風,せちごち,新年
節衣,せちごろも,新年
節座敷,せちざしき,新年
節布子,せちぬのこ,新年
節の日,せちのひ,新年
節振舞,せちぶるまい,新年
節料理,せちりょうり,新年
銭打,ぜにうち,新年
攤銭,ぜにうち,新年
意銭,ぜにうち・いせん,新年
銭独楽,ぜにごま,新年
蟬凧,せみだこ,新年
芹摘,せりつみ,新年
芹摘む,せりつむ,新年
芹薺,せりなずな,新年
扇子凧,せんすだこ,新年
千寿万歳,せんずまんざい,新年
千秋万歳,せんずまんざい,新年
浅草寺牛王加持,せんそうじごおうかじ,新年
浅草寺の温座陀羅尼,せんそうじのうんざだらに,新年
浅草寺亡者送り,せんそうじもうじゃおくり,新年
先祖正月,せんぞしょうがつ,新年
煎餅釣,せんべいつり,新年
仙木,せんぼく,新年
千本搗,せんぼんづき,新年
奏賀,そうが,新年
挿花始,そうかはじめ,新年
双紙売,そうしうり,新年
雑司ケ谷鬼子母神堂奉射,ぞうしがやきしもじんどうぶしゃ,新年
草子の読初,そうしのよみぞめ,新年
早春,そうしゅん,新年
惣汁,そうじる,新年
奏瑞,そうずい,新年
雑煮,ぞうに,新年
雑煮祝う,ぞうにいわう,新年
雑煮祝ふ,ぞうにいわう,新年
雑煮膳,ぞうにぜん,新年
雑煮箸,ぞうにばし,新年
雑煮腹,ぞうにばら,新年
雑煮餅,ぞうにもち,新年
雑煮椀,ぞうにわん,新年
相馬の墨塗,そうまのすみぬり,新年
狙翁,そおう,新年
狙公,そこう,新年
袖毬打,そでぎっちょう,新年
蘇民祭,そみんさい,新年
蘇民将来,そみんしょうらい,新年
蘇民曳,そみんひき,新年
染始,そめはじめ,新年
徂徠忌,そらいき,新年
橇乗初,そりのりぞめ,新年
橇乗始,そりのりはじめ,新年
逸れ羽子,そればね,新年
田遊,たあそび,新年
大神楽,だいかぐら,新年
太神楽,だいかぐら,新年
代神楽,だいかぐら,新年
泰月,たいげつ,新年
大元帥法,だいげんのほう,新年
大元帥明王初祈禱,だいげんみょうおうはつきとう,新年
大黒舞,だいこくまい,新年
大黒祭,だいこくまつり,新年
大黒廻し,だいこくまわし,新年
大根祝う,だいこんいわう,新年
大根祝ふ,だいこんいわう,新年
大根飾る,だいこんかざる,新年
大根注連,だいこんじめ,新年
大師粥,たいしがゆ,新年
帝釈天詣,たいしゃくてんまいり,新年
帝釈詣,たいしゃくまいり,新年
大臣家大饗,だいじんけのだいきょう,新年
大簇,たいそう,新年
代代,だいだい,新年
橙,だいだい,新年
代々飾る,だいだいかざる,新年
橙飾る,だいだいかざる,新年
大旦,だいたん・おおあした,新年
大日堂祭堂,だいにちどうさいどう,新年
大日詣,だいにちまいり,新年
大発会,だいはっかい,新年
大融寺の富,だいゆうじのとみ,新年
大顚忌,たいれいき,新年
田植踊,たうえおどり,新年
田打正月,たうちしょうがつ,新年
宝船,たからぶね,新年
宝船売,たからぶねうり,新年
宝船敷き寝,たからぶねしきね,新年
宝船敷く,たからぶねしく,新年
焚初,たきぞめ,新年
打毬,だきゅう,新年
竹飾,たけかざり,新年
凧,たこ,新年
凧揚げ,たこあげ,新年
凧の糸,たこのいと,新年
凧の尾,たこのお,新年
凧の骨,たこのほね,新年
太宰府追儺,だざいふついな,新年
太宰府天満宮の鬼すべ,だざいふてんまんぐうのおにすべ,新年
叩牛蒡,たたきごぼう,新年
叩き独楽,たたきごま,新年
叩初,たたきぞめ,新年
敲の与次郎,たたきのよじろう,新年
裁初,たちぞめ,新年
立花,たちばな,新年
橘,たちばな,新年
橘祝ふ,たちばないわう,新年
橘飾る,たちばなかざる,新年
田作,たづくり,新年
辰祭,たつまつり,新年
点初,たてぞめ,新年
伊達の墨塗,だてのすみぬり,新年
立松,たてまつ,新年
棚下り,たなおり,新年
店卸,たなおろし,新年
棚下し,たなおろし,新年
棚卸,たなおろし,新年
棚探し,たなさがし,新年
棚さらい,たなさらい,新年
棚ばらひ,たなばらい,新年
棚元探し,たなもとさがし,新年
田螺,たにし,新年
旅始,たびはじめ,新年
玉打,たまうち,新年
玉替神事,たまかえしんじ,新年
玉替祭,たまかえまつり,新年
玉せせり,たませせり,新年
玉せり祭,たませりまつり,新年
玉競祭,たませりまつり,新年
玉取祭,たまとりまつり,新年
玉の年,たまのとし,新年
玉の春,たまのはる,新年
玉振振,たまぶりぶり,新年
玉箒,たまぼうき,新年
太夫猿,たゆうざる,新年
達磨市,だるまいち,新年
達磨凧,だるまだこ,新年
達磨店,だるまみせ,新年
太郎次,たろうじ,新年
太郎月,たろうづき,新年
俵重,たわらかさね,新年
俵木,たわらぎ,新年
俵子,たわらご,新年
俵魚,たわらご,新年
俵福,たわらふく,新年
俵松,たわらまつ,新年
たはら藻,たわらも,新年
俵を重ぬ,たわらをかさぬ,新年
端月,たんげつ,新年
団子正月,だんごしょうがつ,新年
団子花,だんごばな,新年
端正月,たんしょうがつ,新年
団水忌,だんすいき,新年
丹頂,たんちょう,新年
知恩院の昆布式,ちおんいんのこんぶしき,新年
地正,ちせい,新年
知多万歳,ちたまんざい,新年
茶配,ちゃくばり,新年
茶筅松,ちゃせんまつ,新年
茶の挽初,ちゃのひきぞめ,新年
茶湯始,ちゃのゆはじめ,新年
廚下,ちゅうげ,新年
帳祝,ちょういわい,新年
朝賀,ちょうが,新年
帳書,ちょうがき,新年
町切餅,ちょうきりもち,新年
朝覲行幸,ちょうきんのぎょうこう,新年
帳綴,ちょうとじ,新年
手斧始,ちょうなはじめ,新年
釿始,ちょうなはじめ,新年
朝拝,ちょうはい,新年
帳始,ちょうはじめ,新年
勅題菓,ちょくだいか,新年
勅題菓子,ちょくだいかし,新年
猪日,ちょじつ,新年
千代名草,ちよなぐさ,新年
千代の春,ちよのはる,新年
長老木,ちょろぎ,新年
草石蚕,ちょろぎ,新年
丁呂喜,ちょろぎ,新年
甘露子,ちょろぎ,新年
滴露,ちょろぎ,新年
長老舞,ちょろまい,新年
衝羽子,つくばね,新年
辻宝引,つじほうびき,新年
蔦の正月,つたのしょうがつ,新年
鎚始,つちはじめ,新年
筒,つつ,新年
筒粥,つつがゆ,新年
包井開,つつみいびらき,新年
包尾の鯛,つつみおのたい,新年
鼓初,つづみはじめ,新年
鼓始,つづみはじめ,新年
包蓬萊,つつみほうらい,新年
綴暦,つづりごよみ,新年
苞入,つといり,新年
綱引,つなひき,新年
綱曳,つなひき,新年
角大師の像を貼る,つのだいしのぞうをはる,新年
螺,つぶ,新年
粒遊,つぶあそび,新年
積夜具,つみやぐ,新年
紡初,つむぎぞめ,新年
爪剪り湯,つめきりゆ,新年
鶴岡八幡宮の御璽頂き,つるがおかはちまんぐうのごはんいただき,新年
鶴岡八幡宮御璽頂き,つるがおかはちまんぐうのごはんいただき,新年
鶴太夫,つるだゆう,新年
鶴の庖丁,つるのほうちょう,新年
絃召酒盛,つるめそのさかもり,新年
聾戎,つんぼえびす,新年
手掛,てがけ,新年
てくぐつ廻し,てくぐつまわし,新年
木偶廻し,でくまわし,新年
出初,でぞめ,新年
出初鐘,でぞめがね,新年
出初式,でぞめしき,新年
鉄砲打始,てっぽううちはじめ,新年
手毬,てまり,新年
手鞠,てまり,新年
手毬唄,てまりうた,新年
手毬子,てまりこ,新年
手毬つき,てまりつき,新年
手毬つく,てまりつく,新年
寺年始,てらねんし,新年
田楽祭,でんがくまつり,新年
天狗の宴,てんぐのさかもり・てんぐのえん,新年
殿上の淵酔,てんじょうのえんずい,新年
殿上淵酔,てんじょうのえんずい,新年
天神旗,てんじんばた,新年
天神花,てんじんばな,新年
天正,てんせい,新年
伝奏下,てんそうくだり,新年
天地袋,てんちぶくろ,新年
点茶始,てんちゃはじめ,新年
天王寺牛玉出,てんのうじごだせ,新年
天王寺金堂手斧始,てんのうじこんどうちょうなはじめ,新年
天王寺生身供,てんのうじしょうじんく,新年
戸開初,とあけぞめ,新年
戸開始,とあけはじめ,新年
東叡山大黒の湯,とうえいざんだいこくのゆ,新年
踏歌,とうか,新年
蹈歌,とうか,新年
蹈歌節会,とうかのせちえ,新年
桃梗,とうこう,新年
唐独楽,とうごま,新年
肇歳,とうさい,新年
投扇,とうせん,新年
投扇興,とうせんきょう,新年
道祖神祭,どうそじんまつり,新年
道中,どうちゅう,新年
道中双六,どうちゅうすごろく,新年
登宇斗祭,とうとまつり,新年
桃仁湯,とうにんとう,新年
当年,とうねん,新年
桃板,とうはん,新年
桃符,とうふ,新年
東福寺羅漢供,とうふくじらかんく,新年
胴ふぐり,どうふぐり,新年
膏薬,とうやく,新年
膏薬奉る,とうやくたてまつる,新年
灯楼,とうろう,新年
道禄神祭,どうろくじんまつり,新年
十日戎,とおかえびす,新年
十日汁,とおかじる,新年
十日酔羹,とおかじる,新年
読書始,どくしょはじめ,新年
徳助お福,とくすけおふく,新年
徳若,とくわか,新年
草薢,ところ,新年
野老,ところ,新年
野老祝ふ,ところいわう,新年
野老飾る,ところかざる,新年
年明く,としあく,新年
年新た,としあらた,新年
年改まる,としあらたまる,新年
年桶おろし,としおけおろし,新年
年男,としおとこ,新年
年卸,としおろし,新年
年神,としがみ,新年
年変る,としかわる,新年
年木,としぎ,新年
年薦,としごも,新年
年越ゆる,としこゆる,新年
年爺さん,としじいさん,新年
年立ちかえる,としたちかえる,新年
年立返る,としたちかえる,新年
年立つ,としたつ,新年
年棚,としだな,新年
年玉,としだま,新年
年俵,としだわら,新年
歳徳,としとく,新年
年徳さん,としとくさん,新年
歳徳神,としとくじん,新年
歳徳神棚,としとくじんだな,新年
歳徳棚,としとくだな,新年
年縄,としなわ,新年
年の饗,としのあえ,新年
年の魚,としのうお,新年
年の賀,としのが,新年
年の髪,としのかみ,新年
年の端,としのは,新年
年の始,としのはじめ,新年
年の花,としのはな,新年
年の餅,としのもち,新年
年の礼,としのれい,新年
年端月,としはづき,新年
年日祝,としびいわい,新年
年待月,としまちづき,新年
歳山祭,としやままつり,新年
度嶂散,どしょうさん,新年
屠蘇,とそ,新年
屠蘇祝う,とそいわう,新年
屠蘇祝ふ,とそいわう,新年
屠蘇延命散,とそえんめいさん,新年
屠蘇御流れ頒与,とそおながれはんよ,新年
屠蘇散,とそさん,新年
屠蘇酒,とそしゅ・とそざけ,新年
屠蘇の香,とそのか,新年
屠蘇の酔,とそのよい,新年
屠蘇袋,とそぶくろ,新年
宿直人,とのいびと,新年
鳥羽火祭,とばひまつり,新年
飛双六,とびすごろく,新年
鳶だこ,とびだこ,新年
鳶凧,とびだこ,新年
鳥総松,とぶさまつ,新年
土芳忌,とほうき,新年
富正月,とみしょうがつ,新年
富札,とみふだ,新年
鞆八幡の御弓神事,ともはちまんのおゆみしんじ,新年
豊国忌,とよくにき,新年
豊橋鬼祭,とよはしおにまつり,新年
とらの月,とらのつき,新年
鳥追,とりおい,新年
鳥追遊,とりおいあそび,新年
鳥追遊び,とりおいあそび,新年
鳥追唄,とりおいうた,新年
鳥追小屋,とりおいごや,新年
鳥追大夫,とりおいだゆう,新年
鳥追櫓,とりおいやぐら,新年
取札,とりふだ,新年
とろろ正月,とろろしょうがつ,新年
止牟止,とんど,新年
爆竹,とんど・ばくちく,新年
どんど正月,どんどしょうがつ,新年
どんど場,どんどば,新年
どんどん小屋,どんどんごや,新年
どんどん焼き,どんどんやき,新年
内宴,ないえん,新年
内侍所の御供,ないしどころのごく,新年
内侍迎,ないしむかえ,新年
綯初,ないぞめ,新年
菜売,なうり,新年
儺追風,なおいかぜ,新年
儺追神事,なおいのしんじ,新年
儺追祭,なおいまつり,新年
直会祭,なおえまつり,新年
長昆布,ながこんぶ,新年
長滝白山神社六日祭,ながたきはくさんじんじゃむいかさい,新年
長熨斗,ながのし,新年
泣初,なきぞめ,新年
梛葉飾る,なぎのはかざる,新年
なごめ剝,なごめはぎ,新年
薺,なずな,新年
薺打,なずなうち,新年
薺打つ,なずなうつ,新年
薺売,なずなうり,新年
薺粥,なずながゆ,新年
薺粥,なずながゆ,新年
薺摘,なずなつみ,新年
薺摘む,なずなつむ,新年
薺爪,なずなづめ,新年
薺の拍子,なずなのひょうし,新年
薺はやす,なずなはやす,新年
菜候,なそう,新年
菜摘川の神事,なつみがわのしんじ,新年
菜爪,なづめ,新年
七草,ななくさ,新年
七種,ななくさ,新年
七草打,ななくさうち,新年
七種売,ななくさうり,新年
七種粥,ななくさがゆ,新年
七草たたく,ななくさたたく,新年
七種爪,ななくさづめ,新年
七草菜,ななくさな,新年
七草はやす,ななくさはやす,新年
七草祭,ななくさまつり,新年
七種祭,ななくさまつり,新年
七種貰,ななくさもらい,新年
七種貰い,ななくさもらい,新年
七瀬川の裸踊,ななせがわのはだかおどり,新年
七雑炊,ななぞうすい,新年
七日,なぬか・なのか,新年
七日粥,なぬかがゆ,新年
七日正月,なぬかしょうがつ,新年
七日爪,なぬかづめ,新年
七日粥,なのかがゆ,新年
七日の節句,なのかのせっく,新年
莫告藻,なのりそ,新年
莫鳴菜,なのりそ,新年
生身剝,なまみはぎ,新年
なもみ剝,なもみはぎ,新年
なもみ剝ぎ,なもみはぎ,新年
成祝,なりいわい,新年
成木責,なりきぜめ,新年
縄祝,なわいわい,新年
縄飾り,なわかざり,新年
縄引,なわひき,新年
南京凧,なんきんだこ,新年
南部暦,なんぶごよみ,新年
新霞,にいがすみ,新年
新野の雪祭,にいののゆきまつり,新年
二宮大饗,にぐうのだいきょう,新年
西浦田楽,にしうれでんがく,新年
螺肴,にしざかな,新年
西七条田植神事,にししちじょうたうえしんじ,新年
西宮の居籠,にしのみやのいごもり,新年
西本願寺報恩講,にしほんがんじほうおんこう,新年
日朗忌,にちろうき,新年
日記始,にっきはじめ,新年
担茶屋,にないぢゃや,新年
二の卯,にのう,新年
二の替,にのかわり,新年
二の富,にのとみ,新年
二番正月,にばんしょうがつ,新年
繞道祭,にょうどうさい,新年
女叙位,にょじょい・おんなじょい,新年
睨鯛,にらみだい,新年
にらみ鯛,にらみだい,新年
庭竈,にわかまど,新年
庭田植,にわたうえ,新年
雞を画く,にわとりをかく,新年
人形凧,にんぎょうだこ,新年
人形まはし,にんぎょうまわし,新年
人形廻し,にんぎょうまわし,新年
縫初,ぬいぞめ,新年
縫始,ぬいはじめ,新年
寝正月,ねしょうがつ,新年
根白草,ねじろぐさ,新年
子の日,ねのひ,新年
子の日草,ねのひぐさ,新年
子日草,ねのひぐさ,新年
子の日衣,ねのひごろも,新年
子日月,ねのひづき,新年
子の日の遊,ねのひのあそび,新年
子の日の宴,ねのひのえん,新年
子の日の松,ねのひのまつ,新年
子日山,ねのひやま,新年
年賀,ねんが,新年
年賀客,ねんがきゃく,新年
年賀状,ねんがじょう,新年
年賀電報,ねんがでんぽう,新年
年賀はがき,ねんがはがき,新年
年賀端書,ねんがはがき,新年
年賀人,ねんがびと,新年
年賀郵便,ねんがゆうびん,新年
年始,ねんし,新年
年始,ねんし,新年
年始会,ねんしえ,新年
年始客,ねんしきゃく,新年
年始酒,ねんしざけ,新年
年始状,ねんしじょう,新年
年始廻り,ねんしまわり,新年
年酒,ねんしゅ・としざけ,新年
年酒祝う,ねんしゅいわう,新年
年初,ねんしょ,新年
年初月,ねんしょづき,新年
年頭,ねんとう,新年
年頭,ねんとう,新年
念仏の口明,ねんぶつのくちあけ,新年
年礼,ねんれい,新年
農立,のうたて,新年
能初,のうはじめ,新年
能始,のうはじめ,新年
農始,のうはじめ,新年
野大坪万歳,のおつぼまんざい,新年
残り戎,のこりえびす,新年
残り天神,のこりてんじん,新年
残り福,のこりふく,新年
熨斗,のし,新年
熨斗鮑,のしあわび,新年
熨斗羽子,のしばね,新年
苗手綯,のでない,新年
箆岳白山祭,ののたけはくさんまつり,新年
箆宮祭,ののみやまつり,新年
乗初,のりぞめ,新年
騎初,のりぞめ,新年
乗出し,のりだし,新年
騎始,のりはじめ,新年
賭弓,のりゆみ,新年
賭射,のりゆみ,新年
拝賀,はいが,新年
拝賀式,はいがしき,新年
海螺独楽,ばいごま,新年
海螺の身,ばいのみ,新年
海贏の身,ばいのみ,新年
歯打,はうち,新年
博多独楽,はかたごま,新年
博多松囃子,はかたまつばやし,新年
歯固,はがため,新年
歯固の餅,はがためのもち,新年
掃かぬ家例,はかぬかれい,新年
掃込め,はきこめ,新年
掃初,はきぞめ,新年
獏の札,ばくのふだ,新年
白馬祭,はくばさい,新年
獏枕,ばくまくら,新年
貘枕,ばくまくら,新年
羽子板,はごいた,新年
羽ごの子,はごのこ,新年
蘩蔞,はこべ,新年
箸紙,はしがみ,新年
梯子乗,はしごのり,新年
馬日,ばじつ,新年
箸包,はしづつみ,新年
柱暦,はしらごよみ,新年
葩煎,はぜ,新年
葩煎売,はぜうり,新年
長谷のだだおし,はせのだだおし,新年
葩煎袋,はぜぶくろ,新年
裸押,はだかおし,新年
裸押し,はだかおし,新年
旗凧,はただこ,新年
機始,はたはじめ,新年
機場始,はたばはじめ,新年
機屋始,はたやはじめ,新年
鉢叩出初,はちたたきでぞめ,新年
初県,はつあがた,新年
初暁,はつあかつき,新年
初茜,はつあかね,新年
初茜空,はつあかねぞら,新年
初明,はつあかり,新年
初商,はつあきない,新年
初曙,はつあけぼの,新年
初朝戸出,はつあさとで,新年
初旭,はつあさひ,新年
初浅間,はつあさま,新年
初垜,はつあずち,新年
初愛宕,はつあたご,新年
初亥,はつい,新年
初衣桁,はついこう,新年
初衣裳,はついしょう,新年
初伊勢,はついせ,新年
初勢踊,はついせおどり,新年
初市,はついち,新年
初市場,はついちば,新年
初卯,はつう,新年
初魚,はつうお,新年
初鶯,はつうぐいす,新年
初卯杖,はつうづえ,新年
初撮し,はつうつし,新年
初卯詣,はつうまいり,新年
初卯祭,はつうまつり,新年
初駅,はつうまや,新年
初売,はつうり,新年
初売出し,はつうりだし,新年
初運座,はつうんざ,新年
初笑顔,はつえがお,新年
初靨,はつえくぼ,新年
初戎,はつえびす,新年
初烏帽子,はつえぼし,新年
初閻魔,はつえんま,新年
初扇,はつおうぎ,新年
初大鼓,はつおおかわ,新年
初沖,はつおき,新年
初斧,はつおの,新年
初札,はつおふだ,新年
初会,はつかい,新年
初買,はつかい,新年
初懐紙,はつかいし,新年
初開扉,はつかいひ,新年
二十日祝,はつかいわい,新年
刃柄祝,はつかいわい,新年
二十日戎,はつかえびす,新年
二十日戎祭,はつかえびすまつり,新年
初顔祝,はつかおいわい,新年
初鏡,はつかがみ,新年
初神楽,はつかぐら,新年
初駕籠,はつかご,新年
初重ね,はつがさね,新年
初火事,はつかじ,新年
初鍛冶,はつかじ,新年
初炊ぎ,はつかしぎ,新年
二十日正月,はつかしょうがつ,新年
初霞,はつがすみ,新年
初風,はつかぜ,新年
二十日団子,はつかだんご,新年
初鰹神供,はつがつおのしんく,新年
初門出,はつかどで,新年
初鐘,はつかね,新年
初釜,はつがま,新年
初窯,はつがま,新年
初竈,はつかまど,新年
初髪,はつかみ,新年
二十日夜祭,はつかよまつり,新年
初鴉,はつがらす,新年
初観音,はつかんのん,新年
初甲子,はつきのえね・はつかっし,新年
初灸,はつきゅう,新年
初吟行,はつぎんこう,新年
初句会,はつくかい,新年
初車,はつぐるま,新年
初鍬入,はつくわいれ,新年
初稽古,はつげいこ,新年
初気色,はつげしき,新年
初景色,はつげしき,新年
初化粧,はつげしょう,新年
初削,はつけずり,新年
初講書,はつこうしょ,新年
初庚申,はつこうしん,新年
初弘法,はつこうぼう,新年
初声,はつこえ,新年
初肥,はつこえ,新年
初虚空蔵,はつこくうぞう,新年
初東風,はつこち,新年
初国旗,はつこっき,新年
初金刀比羅,はつことひら,新年
初護摩,はつごま,新年
初暦,はつごよみ,新年
初勤行,はつごんぎょう,新年
初金毘羅,はつこんぴら,新年
発歳,はつさい,新年
初細工,はつざいく,新年
初座敷,はつざしき,新年
初参宮,はつさんぐう,新年
初仕事,はつしごと,新年
初自動車,はつじどうしゃ,新年
初東雲,はつしののめ,新年
初芝居,はつしばい,新年
初時報,はつじほう,新年
初島田,はつしまだ,新年
初事務,はつじむ,新年
初写真,はつしゃしん,新年
発春,はつしゅん,新年
初松韻,はつしょういん,新年
初聖天,はつしょうてん,新年
初松籟,はつしょうらい,新年
初水天宮,はつすいてんぐう,新年
初雀,はつすずめ,新年
初硯,はつすずり,新年
初相撲,はつすもう,新年
初刷,はつずり,新年
初席,はつせき,新年
初掃除,はつそうじ,新年
初草子,はつぞうし,新年
初相場,はつそうば,新年
初曾我,はつそが,新年
初祖師,はつそし,新年
初染,はつぞめ,新年
初空,はつぞら,新年
初空月,はつぞらづき,新年
初太鼓,はつたいこ,新年
初太鼓,はつだいこ,新年
初大黒,はつだいこく,新年
初大師,はつだいし,新年
初帝釈,はつたいしゃく,新年
はったい正月,はったいしょうがつ,新年
初田打,はつたうち,新年
初立会,はつたちあい,新年
初辰,はつたつ,新年
初辰の水,はつたつのみず,新年
初田鶴,はつたづる・はつたづ,新年
初旅,はつたび,新年
初便,はつだより,新年
初便り,はつだより,新年
初俵,はつたわら,新年
初茶杓,はつちゃしゃく,新年
初茶筅,はつちゃせん,新年
初茶湯,はつちゃのゆ,新年
初彫刻,はつちょうこく,新年
初手水,はつちょうず,新年
初筑波,はつつくば,新年
初鼓,はつつづみ,新年
初鶴,はつづる,新年
初釣瓶,はつつるべ,新年
初出,はつで,新年
初提唱,はつていしょう,新年
初点前,はつてまえ,新年
初テレビ,はつてれび,新年
初電車,はつでんしゃ,新年
初天神,はつてんじん,新年
初電話,はつでんわ,新年
初灯明,はつとうみょう,新年
初十日,はつとおか,新年
初読経,はつどきょう,新年
初年,はつとし,新年
初登城,はつとじょう,新年
初戸出,はつとで,新年
初灯,はつともし,新年
初寅,はつとら,新年
初寅参,はつとらまいり,新年
初寅詣,はつとらまいり,新年
初鳥,はつどり,新年
初雞,はつどり,新年
初鶏,はつとり・はつどり,新年
初泣,はつなき,新年
初凪,はつなぎ,新年
初薺,はつなずな,新年
初荷,はつに,新年
初荷馬,はつにうま,新年
初荷駅,はつにえき,新年
初荷車,はつにぐるま,新年
初荷橇,はつにぞり,新年
初日記,はつにっき,新年
初荷船,はつにぶね,新年
初庭,はつにわ,新年
初子,はつね,新年
初音売,はつねうり,新年
初寝覚,はつねざめ,新年
初子のけふの玉箒,はつねのきょうのたまぼうき,新年
初子の玉箒,はつねのたまほうき,新年
初子の日,はつねのひ,新年
初音笛,はつねぶえ,新年
初能,はつのう,新年
初登,はつのぼり,新年
初乗,はつのり,新年
初騎,はつのり,新年
初場所,はつばしょ,新年
初機,はつはた,新年
初鳩,はつばと,新年
初咄,はつはなし,新年
初話,はつはなし,新年
初浜,はつはま,新年
初祓,はつはらい,新年
初針,はつはり,新年
初春,はつはる・しょしゅん,新年
初春狂言,はつはるきょうげん,新年
初春月,はつはるづき,新年
初晴,はつばれ,新年
初日,はつひ,新年
初陽,はつひ,新年
初比叡,はつひえい,新年
初日拝む,はつひおがむ,新年
初日影,はつひかげ,新年
初弾,はつひき,新年
初飛脚,はつひきゃく,新年
初披講,はつひこう,新年
初飛行,はつひこう,新年
初火熨斗,はつひのし,新年
初日の出,はつひので,新年
初日山,はつひやま,新年
初屛風,はつびょうぶ,新年
初開き,はつびらき,新年
初鞴,はつふいご,新年
初富士,はつふじ,新年
初不動,はつふどう,新年
初船,はつふね,新年
初風呂,はつぶろ,新年
初弁才天,はつべんざいてん,新年
初弁天,はつべんてん,新年
初箒,はつぼうき,新年
初法座,はつほうざ,新年
初放送,はつほうそう,新年
初星,はつぼし,新年
初彫,はつほり,新年
初参,はつまいり,新年
初枕,はつまくら,新年
初松風,はつまつかぜ,新年
初鞠,はつまり,新年
初巳,はつみ,新年
初神籤,はつみくじ,新年
初御籤,はつみくじ,新年
初弥撒,はつみさ,新年
初水,はつみず,新年
初三十日,はつみそか,新年
初晦日,はつみそか,新年
初御空,はつみそら,新年
初見月,はつみづき,新年
初御堂,はつみどう,新年
初妙見,はつみょうけん,新年
初昔,はつむかし,新年
初詣,はつもうで,新年
初やいと,はつやいと,新年
初薬師,はつやくし,新年
初社,はつやしろ,新年
初山,はつやま,新年
初山入,はつやまいり,新年
初山踏,はつやまぶみ,新年
初湯,はつゆ,新年
初結,はつゆい,新年
初湯殿,はつゆどの,新年
初弓,はつゆみ,新年
初夢,はつゆめ,新年
初夜明,はつよあけ,新年
初代草,はつよぐさ,新年
初寄席,はつよせ,新年
初寄,はつより,新年
